Vessel,Start Lat,Start Lon,End Lat,End Lon
MS,43.56666667,-66.49333333,43.23333333,-66.49333333
LM,43.56666667,-66.47644444,43.23333333,-66.47644444
LB,43.56666667,-66.45955556,43.23333333,-66.45955556
SL,43.56666667,-66.44266667,43.23333333,-66.44266667
LJ,43.56666667,-66.42577778,43.23333333,-66.42577778
MS,43.56666667,-66.40888889,43.23333333,-66.40888889
LM,43.56666667,-66.392,43.23333333,-66.392
LB,43.56666667,-66.37511111,43.23333333,-66.37511111
SL,43.56666667,-66.35822222,43.23333333,-66.35822222
LJ,43.56666667,-66.34133333,43.23333333,-66.34133333
MS,43.502,-66.23,43.2475,-66.23
LM,43.502,-66.21833333,43.2475,-66.21833333
LB,43.502,-66.20666667,43.2475,-66.20666667
SL,43.502,-66.195,43.2475,-66.195
LJ,43.502,-66.18333333,43.2475,-66.18333333
MS,43.502,-66.17166667,43.2475,-66.17166667
LM,43.502,-66.16,43.2475,-66.16
LB,43.502,-66.14833333,43.2475,-66.14833333
SL,43.502,-66.13666667,43.2475,-66.13666667
LJ,43.502,-66.125,43.2475,-66.125
