Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer
-35.5,511,-58.2923171639627,0.00525301204281295,2686.51446781848,219.490689990501,8.17009149289014,German Bank
-35.5,299,-59.4455402722938,0.00403712995917717,1205.36107085744,180.483136911022,14.9733670079982,Seal Island
