Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,4502.182,6514,4512.973,6440.864
V2,4502.892727,6514,4513.493636,6441.649091
V3,4503.603455,6514,4514.014273,6442.434182
V4,4504.314182,6514,4514.534909,6443.219273
V5,4505.024909,6514,4515.055545,6444.004364
V6,4505.735636,6514,4515.576182,6444.789455
V1,4506.446364,6514,4516.096818,6445.574545
V2,4507.157091,6514,4516.617455,6446.359636
V3,4507.867818,6514,4517.138091,6447.144727
V4,4508.578545,6514,4517.658727,6447.929818
V5,4509.289273,6514,4518.179364,6448.714909
V6,4510,6514,4518.7,6449.5
