Vessel,Start Lat,Start Lon,End Lat,End Lon
NVessel,4515,6503,4519,6450
NVessel,4515.783,6503,4519.467,6451
NVessel,4516.567,6503,4519.933,6452
NVessel,4517.35,6503,4520.4,6453
