Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
BP,T01,-35.5,-52.62524981,0.0193854112615715,44.559326331
BP,T02,-35.5,-51.03303223,0.0279702776200982,35.1705285
FM,T01,-35.5,-54.3736122,0.0129610080393718,44.87521407
FM,T02,-35.5,-49.22409073,0.0424219792304287,37.26345641
LB,T01,-35.5,-58.55984893,0.00494327881958775,47.669135643
LB,T02,-35.5,-50.92573453,0.0286699243503113,42.11733913
LJ,T01,-35.5,-53.69742418,0.0151445921465102,43.94733599
LJ,T02,-35.5,-53.6301763,0.015380922008362,36.81978281
LM,T01,-35.5,-50.73742927,0.0299403637949269,42.79233736
LM,T02,-35.5,-53.05055539,0.0175769881930646,36.36408652
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
