Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,441,-55.73217439,0.009754272,4180.431871,1346.727649,32.21503639,Main Box,3169
NA,87,NA,NA,NA,NA,NA,Northern Box,3169
NA,116,NA,NA,NA,NA,NA,Eastern Box,3169
