Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
LB,T01,2025-09-08T20:53:08Z,2025-09-08T23:15:56Z,-65.23148568,45.08954236,-64.73747471,45.25522034,43.28328373,Actual,10,SB,43.28328373,2025-09-08T20:53:08Z,2025-09-08T23:15:56Z,142.8,9.819768702,2025,2025-09-08
LB,T02,2025-09-08T23:37:22Z,2025-09-09T02:30:17Z,-64.76696069,45.27267155,-65.23339072,45.11419217,41.12901857,Actual,10,SB,41.12901857,2025-09-08T23:37:22Z,2025-09-09T02:30:17Z,172.9166667,7.705853634,2025,2025-09-08
LJ,T01,2025-09-08T20:28:14Z,2025-09-08T23:21:33Z,-65.23266262,45.03654489,-64.68024384,45.21666313,47.93711029,Actual,10,SB,47.93711029,2025-09-08T20:28:14Z,2025-09-08T23:21:33Z,173.3166667,8.960676263,2025,2025-09-08
LJ,T02,2025-09-08T23:36:43Z,2025-09-09T02:41:40Z,-64.70937549,45.23552853,-65.2327221,45.06279028,45.60699657,Actual,10,SB,45.60699657,2025-09-08T23:36:43Z,2025-09-09T02:41:40Z,184.95,7.988889269,2025,2025-09-08
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,10,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,10,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,10,SB,NA,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,10,SB,47.77303994,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.0798,-64.72904444,45.24803333,NA,Plan,10,SB,43.78802491,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.12323333,-64.77702222,45.27985,NA,Plan,10,SB,39.81220465,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,10,SB,35.84707291,NA,NA,NA,NA,NA,NA
