Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,651,-55.42571185,0.009329324,"7,573",1416.579108,21.3909971,Main Box,"6,612"
NA,87,NA,NA,NA,NA,NA,Northern Box,"6,612"
NA,116,NA,NA,NA,NA,NA,Eastern Box,"6,612"
