Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
LB,T01,2023-09-24 22:05:21,2023-09-24 22:11:26,-66.11717698,43.3110178,-66.11647378,43.29758351,1.554255105
LB,T02,2023-09-24 22:13:55,2023-09-24 22:22:47,-66.1107748,43.29485187,-66.1101645,43.31095472,1.893195385
LB,T03,2023-09-24 22:24:32,2023-09-24 22:27:31,-66.10504945,43.31048162,-66.10412429,43.30383357,0.772882954
LB,T04,2023-09-24 23:01:08,2023-09-24 23:11:06,-66.10362912,43.30014843,-66.10358284,43.27695136,2.679944763
LB,T05,2023-09-24 23:14:23,2023-09-24 23:31:31,-66.09523287,43.27542642,-66.09565081,43.30465964,3.41676873
LB,T06,2023-09-24 23:34:20,2023-09-24 23:47:47,-66.08681887,43.30433994,-66.08628655,43.27236011,3.68487292
LB,T07,2023-09-24 23:50:36,2023-09-25 00:02:49,-66.07857298,43.27123895,-66.07929614,43.29172827,2.3993416
