Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
LB,T01,-35.5,-32.70820743,1.90186312049271,1.554255105
LB,T02,-35.5,-30.45826957,3.19280976471117,1.893195385
LB,T03,-35.5,-44.75326322,0.118760954109128,0.772882954
LB,T04,-35.5,-29.43681772,4.03941271326892,2.679944763
LB,T05,-35.5,-29.15893183,4.30632513787225,3.41676873
LB,T06,-35.5,-33.0017676,1.77755578880119,3.68487292
LB,T07,-35.5,-34.82849658,1.1672136075913,2.3993416
