Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer
-35.5,796,-58.2923171639627,0.00525301204281295,4184.86402423388,341.907219632952,8.17009149289014,German Bank
-35.5,272,-60.5366419280904,0.00315208526682524,852.912955417418,170.889102326736,20.0359369899713,Seal Island
-35.5,NA,-58.5678163864708,0.0049221746515291,NA,NA,NA,School Survey
