Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
BP,T01,-35.5,-57.9833553,0.00564500680761243,39.40377746
BP,T02,-35.5,-58.52247153,0.00498600657651336,37.46670247
LM,T02,-35.5,-60.44934544,0.00319937727713078,37.38624951
LM,T01,-35.5,-63.85781384,0.00145954878588967,37.937327145
MS,T01,-35.5,-59.04696684,0.00441878952686094,38.461232413
MS,T02,-35.5,-63.31437557,0.00165410259507672,39.50443977
LM,T03,-35.5,-61.06097095,0.00277909187811945,28.96005708
LM,T04,-35.5,-62.11564232,0.00217989596750167,29.0787003
MS,T03,-35.5,-56.9300072,0.00719447785258094,30.8601362
MS,T04,-35.5,-57.53631598,0.00625703237355437,30.4741725
