Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2024-11-03 17:51:43,2024-11-03 20:00:22,-66.50037,43.59110333,-66.49421146,43.2377276,39.40377746
BP,T02,2024-11-03 20:43:05,2024-11-03 22:42:19,-66.3425626,43.23931238,-66.34152284,43.57616258,37.46670247
LM,T02,2024-11-03 21:50:09,2024-11-04 00:16:06,-66.2420741,43.23630812,-66.24090939,43.56683618,37.38624951
LM,T01,2024-11-03 18:39:37,2024-11-03 21:07:45,-66.39166179,43.56719576,-66.392115,43.23290881,37.937327145
MS,T01,2024-11-03 18:48:57,2024-11-03 21:09:24,-66.44270661,43.55936278,-66.442756,43.23996864,38.461232413
MS,T02,2024-11-03 22:01:23,2024-11-04 00:24:17,-66.29044566,43.23579758,-66.29007216,43.56206212,39.50443977
LM,T03,2024-11-04 00:47:48,2024-11-04 02:36:14,-66.18792441,43.50261918,-66.18758424,43.24709909,28.96005708
LM,T04,2024-11-04 02:53:58,2024-11-04 04:46:35,-66.12435085,43.24342128,-66.12568894,43.5010498,29.0787003
MS,T03,2024-11-04 01:07:30,2024-11-04 02:56:24,-66.21030107,43.50270771,-66.20679763,43.24940273,30.8601362
MS,T04,2024-11-04 03:15:50,2024-11-04 05:22:55,-66.14812467,43.24878805,-66.14784173,43.50297074,30.4741725
