"","file","cast","date","station_id","latitude","longitude","area","is_prince5","in_germanseal","in_scotsbay","depth","temperature","salinity"
"90","2017.nc",5117,2017-06-14,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,89,5.79720020294189,31.8088493347168
"91","2017.nc",5117,2017-06-14,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,90,5.79640007019043,31.8094997406006
"92","2017.nc",5117,2017-06-14,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,91,5.79594993591309,31.8102989196777
"93","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,0,10.060375213623,30.9960498809814
"94","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,1,9.82699966430664,31.3524494171143
"95","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,2,9.72760009765625,31.4003486633301
"96","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,3,9.66735076904297,31.437650680542
"97","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,4,9.66234970092773,31.4406509399414
"98","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,5,9.66419982910156,31.4386005401611
"99","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,6,9.65875053405762,31.4423999786377
"100","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,7,9.65205001831055,31.4463500976562
"101","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,8,9.64500045776367,31.4512996673584
"102","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,9,9.64335060119629,31.4520492553711
"103","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,10,9.64249992370605,31.4524993896484
"104","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,11,9.64139938354492,31.4531497955322
"105","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,12,9.63954925537109,31.4542503356934
"106","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,13,9.63870048522949,31.4538993835449
"107","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,14,9.63750076293945,31.4537010192871
"108","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,15,9.63644981384277,31.4546508789062
"109","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,16,9.63514995574951,31.4561004638672
"110","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,17,9.6343994140625,31.4566993713379
"111","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,18,9.63420009613037,31.456600189209
"112","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,19,9.63420009613037,31.4565505981445
"113","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,20,9.63420009613037,31.4566497802734
"114","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,21,9.63154983520508,31.4585990905762
"115","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,22,9.62800025939941,31.4595489501953
"116","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,23,9.61495018005371,31.463249206543
"117","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,24,9.60284996032715,31.4633502960205
"118","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,25,9.5898494720459,31.4684505462646
"119","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,26,9.56480026245117,31.4830493927002
"120","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,27,9.5494499206543,31.4895000457764
"121","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,28,9.54590034484863,31.4907989501953
"122","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,29,9.54349994659424,31.4914493560791
"123","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,30,9.52490043640137,31.494649887085
