"file","cast","date","station_id","latitude","longitude","instrumentType","depth","temperature","salinity"
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",59,3.74000000953674,31.9659996032715
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",61,3.72000002861023,31.9640007019043
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",63,3.72000002861023,31.9740009307861
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",65,3.75999999046326,31.988000869751
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",67,3.77999997138977,31.9829998016357
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",69,3.77999997138977,31.9820003509521
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",71,3.77999997138977,31.9850006103516
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",73,3.78999996185303,31.9850006103516
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",75,3.78999996185303,31.9850006103516
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",77,3.78999996185303,31.9850006103516
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",79,3.78999996185303,31.9820003509521
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",81,3.78999996185303,31.9860000610352
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",83,3.78999996185303,31.9890003204346
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",85,3.79999995231628,31.9899997711182
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",87,3.80999994277954,31.9969997406006
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",89,3.8199999332428,31.9950008392334
"1993.nc",291,1993-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"CT",91,3.8199999332428,31.9969997406006
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",0,1.32000005245209,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",1,1.32000005245209,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",3,1.33000004291534,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",5,1.3400000333786,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",7,1.33000004291534,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",9,1.33000004291534,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",11,1.33000004291534,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",13,1.33000004291534,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",15,1.33000004291534,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",17,1.33000004291534,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",19,1.3400000333786,31.8400001525879
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",21,1.3400000333786,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",23,1.35000002384186,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",25,1.35000002384186,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",27,1.35000002384186,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",29,1.35000002384186,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",31,1.3400000333786,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",33,1.35000002384186,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",35,1.35000002384186,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",37,1.35000002384186,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",39,1.35000002384186,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",41,1.35000002384186,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",43,1.35000002384186,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",45,1.3400000333786,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",47,1.3400000333786,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",49,1.3400000333786,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",51,1.3400000333786,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",53,1.35000002384186,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",55,1.35000002384186,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",57,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",59,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",61,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",63,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",65,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",67,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",69,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",71,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",73,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",75,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",77,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",79,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",81,1.36000001430511,31.8500003814697
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",83,1.36000001430511,31.8700008392334
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",84,1.39999997615814,31.8700008392334
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",87,1.47000002861023,31.8999996185303
"1993.nc",1168,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",89,1.50999999046326,31.8999996185303
"1993.nc",1170,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",0,1.32000005245209,31.8500003814697
"1993.nc",1170,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",1,1.32000005245209,31.8500003814697
"1993.nc",1170,1993-02-19,"Prince-5",44.9333000183105,-66.8499984741211,"CT",3,1.33000004291534,31.8490009307861
