"file","cast","date","station_id","latitude","longitude","instrumentType","depth","temperature","salinity"
"1977.nc",64,1977-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"BO",0,4,NA
"1977.nc",64,1977-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"BO",9,5,32.7000007629395
"1977.nc",64,1977-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"BO",24,5.80000019073486,NA
"1977.nc",64,1977-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"BO",49,4.59999990463257,32.8300018310547
"1977.nc",64,1977-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"BO",74,5.59999990463257,NA
"1977.nc",64,1977-01-12,"Prince-5",44.9333000183105,-66.8499984741211,"BO",89,4.19999980926514,33.1300010681152
"1977.nc",1033,1977-03-17,"Prince-5",44.9333000183105,-66.8499984741211,"BO",0,2,NA
"1977.nc",1033,1977-03-17,"Prince-5",44.9333000183105,-66.8499984741211,"BO",9,2.40000009536743,32.2999992370605
"1977.nc",1033,1977-03-17,"Prince-5",44.9333000183105,-66.8499984741211,"BO",24,2.40000009536743,32.3800010681152
"1977.nc",1033,1977-03-17,"Prince-5",44.9333000183105,-66.8499984741211,"BO",49,2.5,32.4099998474121
"1977.nc",1033,1977-03-17,"Prince-5",44.9333000183105,-66.8499984741211,"BO",74,2.40000009536743,32.4300003051758
"1977.nc",1463,1977-04-13,"Prince-5",44.9333000183105,-66.8499984741211,"BO",0,6,31.7299995422363
"1977.nc",1463,1977-04-13,"Prince-5",44.9333000183105,-66.8499984741211,"BO",9,3.20000004768372,31.8899993896484
"1977.nc",1463,1977-04-13,"Prince-5",44.9333000183105,-66.8499984741211,"BO",24,3.40000009536743,NA
"1977.nc",1463,1977-04-13,"Prince-5",44.9333000183105,-66.8499984741211,"BO",49,3.09999990463257,32
"1977.nc",1463,1977-04-13,"Prince-5",44.9333000183105,-66.8499984741211,"BO",74,3.40000009536743,32.2999992370605
"1977.nc",1463,1977-04-13,"Prince-5",44.9333000183105,-66.8499984741211,"BO",89,3.40000009536743,32.3600006103516
"1977.nc",2717,1977-05-17,"Prince-5",44.9333000183105,-66.8499984741211,"BO",0,6,31.3600006103516
"1977.nc",2717,1977-05-17,"Prince-5",44.9333000183105,-66.8499984741211,"BO",9,4.09999990463257,31.5100002288818
"1977.nc",2717,1977-05-17,"Prince-5",44.9333000183105,-66.8499984741211,"BO",24,4.80000019073486,31.5499992370605
