Tag_Num,Date,Julian,Ground,Lat,Lon,returnedDate,returnedJulian,returnedArea,returnedLat,returnedLon,Catch.t,daysAtLarge,dataorigin,Comments,ReleaseNAFO,ReturnNAFO,GearType
457012,2017-07-20,201,Seal Island,43.22866667,-66.0465,2017-08-16,228,German Bank,NA,NA,NA,27,complete.returns,,4Xq,4Xq,Purse Seine
457449,2017-07-25,206,German Bank,43.43866667,-66.3812,2017-07-26,207,German Bank,NA,NA,NA,1,complete.returns,,4Xq,4Xq,Purse Seine
457550,2017-07-25,206,German Bank,43.43866667,-66.3812,2017-07-26,207,German Bank,NA,NA,NA,1,complete.returns,,4Xq,4Xq,Purse Seine
457761,2017-07-25,206,German Bank,43.43866667,-66.3812,2017-07-27,208,German Bank,NA,NA,NA,2,complete.returns,,4Xq,4Xq,Purse Seine
458295,2017-07-26,207,German Bank,43.3805,-66.362,2017-07-27,208,German Bank,NA,NA,NA,1,complete.returns,,4Xq,4Xq,Purse Seine
458336,2017-07-26,207,German Bank,43.3805,-66.362,2017-07-27,208,German Bank,NA,NA,NA,1,complete.returns,,4Xq,4Xq,Purse Seine
458887,2017-07-27,208,German Bank,43.43233333,-66.4178,2017-08-21,233,German Bank,NA,NA,NA,25,complete.returns,,4Xq,4Xq,Purse Seine
460132,2019-07-23,204,Lurcher,43.91701667,-66.5047,2019-10-01,274,German Bank,NA,NA,NA,70,complete.returns,,4Xq,4Xq,Purse Seine
467016,2022-08-29,241,German Bank,43.28333333,-66.37416667,2022-09-02,245,German Bank,NA,NA,107,4,complete.returns,,4Xq,4Xq,Purse Seine
467021,2022-08-29,241,German Bank,43.28333333,-66.37416667,2022-09-02,245,German Bank,NA,NA,107,4,complete.returns,,4Xq,4Xq,Purse Seine
467273,2022-08-30,242,German Bank,43.28433333,-66.3675,2022-09-01,244,German Bank,NA,NA,78,2,complete.returns,,4Xq,4Xq,Purse Seine
467344,2022-08-30,242,German Bank,43.28433333,-66.3675,2022-09-01,244,German Bank,NA,NA,78,2,complete.returns,,4Xq,4Xq,Purse Seine
467356,2022-08-30,242,German Bank,43.28433333,-66.3675,2022-09-02,245,German Bank,NA,NA,107,3,complete.returns,,4Xq,4Xq,Purse Seine
467423,2022-08-30,242,German Bank,43.28433333,-66.3675,2022-09-01,244,German Bank,NA,NA,78,2,complete.returns,,4Xq,4Xq,Purse Seine
467545,2022-08-31,243,German Bank,43.277,-66.3662,2022-09-02,245,German Bank,NA,NA,107,2,complete.returns,,4Xq,4Xq,Purse Seine
467673,2022-08-31,243,German Bank,43.30738333,-66.3797,2022-09-02,245,German Bank,NA,NA,107,2,complete.returns,,4Xq,4Xq,Purse Seine
475464,2022-08-31,243,German Bank,43.27755,-66.38485,2022-09-02,245,German Bank,NA,NA,107,2,complete.returns,,4Xq,4Xq,Purse Seine
481072,2020-09-14,258,German Bank,43.45883333,-66.3398,2021-09-09,252,German Bank,NA,NA,104,360,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
481556,2020-09-14,258,German Bank,43.25595,-66.3474,2020-09-16,260,German Bank,NA,NA,60,2,complete.returns,,4Xq,4Xq,Purse Seine
481753,2020-09-24,268,German Bank,43.31285,-66.2112,2021-10-26,299,German Bank,NA,NA,71,397,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
481979,2020-09-28,272,German Bank,43.28278,-66.4392,2021-10-05,278,German Bank,NA,NA,139,372,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
491360,2022-09-12,255,SW Grounds,43.0025,-66.00383333,2022-09-14,257,German Bank,NA,NA,115,2,complete.returns,,4Xo,4Xq,Purse Seine
491420,2022-09-12,255,SW Grounds,43.0025,-66.00383333,2022-09-14,257,German Bank,NA,NA,115,2,complete.returns,,4Xo,4Xq,Purse Seine
493022,2021-10-20,293,German Bank,43.319583,-66.387583,2021-10-22,295,German Bank,NA,NA,74,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
493151,2021-10-21,294,German Bank,43.261467,-66.373683,2021-10-26,299,German Bank,NA,NA,71,5,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
498282,2022-08-16,228,German Bank,43.29838333,-66.42238333,2022-08-26,238,German Bank,NA,NA,69,10,complete.returns,,4Xq,4Xq,Purse Seine
498300,2022-08-16,228,German Bank,43.29838333,-66.42238333,2022-08-26,238,German Bank,NA,NA,89,10,complete.returns,,4Xq,4Xq,Purse Seine
498371,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-26,238,German Bank,NA,NA,89,10,complete.returns,,4Xq,4Xq,Purse Seine
498624,2022-08-16,228,German Bank,43.34535,-66.44735,2022-09-01,244,German Bank,NA,NA,78,16,complete.returns,,4Xq,4Xq,Purse Seine
499884,2022-08-15,227,German Bank,43.26666667,-66.36666667,2022-08-26,238,German Bank,NA,NA,89,11,complete.returns,,4Xq,4Xq,Purse Seine
499954,2022-08-15,227,German Bank,43.26666667,-66.36666667,2022-08-26,238,German Bank,NA,NA,89,11,complete.returns,,4Xq,4Xq,Purse Seine
502308,2022-08-24,236,German Bank,43.29388333,-66.39218333,2022-08-30,242,German Bank,NA,NA,116,6,complete.returns,,4Xq,4Xq,Purse Seine
502309,2022-08-24,236,German Bank,43.29388333,-66.39218333,2022-09-02,245,German Bank,NA,NA,107,9,complete.returns,,4Xq,4Xq,Purse Seine
502337,2022-08-24,236,German Bank,43.29388333,-66.39218333,2022-09-01,244,German Bank,NA,NA,78,8,complete.returns,,4Xq,4Xq,Purse Seine
502361,2022-08-24,236,German Bank,43.29388333,-66.39218333,2022-08-26,238,German Bank,NA,NA,69,2,complete.returns,,4Xq,4Xq,Purse Seine
502380,2022-08-24,236,German Bank,43.29388333,-66.39218333,2022-09-01,244,German Bank,NA,NA,78,8,complete.returns,,4Xq,4Xq,Purse Seine
502496,2022-08-24,236,German Bank,43.29388333,-66.39218333,2022-09-01,244,German Bank,NA,NA,78,8,complete.returns,,4Xq,4Xq,Purse Seine
502653,2022-08-24,236,German Bank,43.27011667,-66.37978333,2022-09-02,245,German Bank,NA,NA,107,9,complete.returns,,4Xq,4Xq,Purse Seine
502723,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-30,242,German Bank,NA,NA,116,6,complete.returns,,4Xq,4Xq,Purse Seine
502724,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-26,238,German Bank,NA,NA,69,2,complete.returns,,4Xq,4Xq,Purse Seine
502769,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-26,238,German Bank,NA,NA,69,2,complete.returns,,4Xq,4Xq,Purse Seine
502796,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-30,242,German Bank,NA,NA,116,6,complete.returns,,4Xq,4Xq,Purse Seine
502797,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-26,238,German Bank,NA,NA,69,2,complete.returns,,4Xq,4Xq,Purse Seine
502903,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-09-02,245,German Bank,NA,NA,107,9,complete.returns,,4Xq,4Xq,Purse Seine
502933,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-26,238,German Bank,NA,NA,89,2,complete.returns,,4Xq,4Xq,Purse Seine
502976,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-26,238,German Bank,NA,NA,69,2,complete.returns,,4Xq,4Xq,Purse Seine
502992,2022-08-30,242,German Bank,43.24338333,-66.33363333,2022-09-01,244,German Bank,NA,NA,78,2,complete.returns,,4Xq,4Xq,Purse Seine
510529,2022-08-29,241,German Bank,43.31666667,-66.36666667,2022-09-02,245,German Bank,NA,NA,107,4,complete.returns,,4Xq,4Xq,Purse Seine
510587,2022-08-29,241,German Bank,43.31666667,-66.36666667,2022-09-02,245,German Bank,NA,NA,107,4,complete.returns,,4Xq,4Xq,Purse Seine
510638,2022-09-01,244,German Bank,43.26666667,-66.35,2022-09-02,245,German Bank,NA,NA,107,1,complete.returns,,4Xq,4Xq,Purse Seine
514221,2021-10-05,278,German Bank,43.28733333,-66.45016667,2021-10-06,279,German Bank,NA,NA,273,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
516733,2021-10-21,294,German Bank,43.32933333,-66.355,2021-10-22,295,German Bank,NA,NA,74,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
516784,2021-10-21,294,German Bank,43.32933333,-66.355,2021-10-22,295,German Bank,NA,NA,233,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
522460,2022-08-16,228,German Bank,43.32573333,-66.45521667,2022-09-02,245,German Bank,NA,NA,107,17,complete.returns,,4Xq,4Xq,Purse Seine
522469,2022-08-16,228,German Bank,43.32573333,-66.45521667,2022-08-26,238,German Bank,NA,NA,89,10,complete.returns,,4Xq,4Xq,Purse Seine
522544,2022-08-11,223,Scots Bay,45.1933,-64.88655,2022-09-02,245,German Bank,NA,NA,107,22,complete.returns,,4Xr,4Xq,Purse Seine
522665,2022-08-16,228,German Bank,43.32573333,-66.45521667,2022-08-26,238,German Bank,NA,NA,89,10,complete.returns,,4Xq,4Xq,Purse Seine
522747,2022-08-16,228,German Bank,43.32573333,-66.45521667,2022-08-26,238,German Bank,NA,NA,69,10,complete.returns,,4Xq,4Xq,Purse Seine
522803,2022-08-24,236,German Bank,43.289,-66.368317,2022-09-02,245,German Bank,NA,NA,107,9,complete.returns,,4Xq,4Xq,Purse Seine
522877,2022-08-24,236,German Bank,43.289,-66.368317,2022-08-30,242,German Bank,NA,NA,116,6,complete.returns,,4Xq,4Xq,Purse Seine
522891,2022-08-24,236,German Bank,43.289,-66.368317,2022-08-26,238,German Bank,NA,NA,69,2,complete.returns,,4Xq,4Xq,Purse Seine
522911,2022-08-24,236,German Bank,43.289,-66.368317,2022-08-26,238,German Bank,NA,NA,89,2,complete.returns,,4Xq,4Xq,Purse Seine
522938,2022-08-24,236,German Bank,43.289,-66.368317,2022-09-01,244,German Bank,NA,NA,78,8,complete.returns,,4Xq,4Xq,Purse Seine
586078,2022-09-01,244,German Bank,43.2689,-66.35883333,2022-09-02,245,German Bank,NA,NA,107,1,complete.returns,,4Xq,4Xq,Purse Seine
590862,2021-08-25,237,German Bank,43.2792,-66.40478333,2021-09-01,244,German Bank,NA,NA,129,7,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
603036,2022-08-30,242,German Bank,43.24338333,-66.33363333,2022-09-01,244,German Bank,NA,NA,78,2,complete.returns,,4Xq,4Xq,Purse Seine
603451,2022-08-31,243,German Bank,43.25115,-66.35738333,2022-09-02,245,German Bank,NA,NA,107,2,complete.returns,,4Xq,4Xq,Purse Seine
603519,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,NA,NA,115,2,complete.returns,,4Xq,4Xq,Purse Seine
603644,2022-09-13,256,German Bank,43.25433333,-66.39785,2022-09-19,262,German Bank,NA,NA,102,6,complete.returns,,4Xq,4Xq,Purse Seine
499949,2022-08-15,227,German Bank,43.26666667,-66.36666667,2022-08-16,228,German Bank,NA,NA,99,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
499939,2022-08-15,227,German Bank,43.26666667,-66.36666667,2022-08-16,228,German Bank,NA,NA,99,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
499943,2022-08-15,227,German Bank,43.26666667,-66.36666667,2022-08-16,228,German Bank,NA,NA,99,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
499966,2022-08-15,227,German Bank,43.26666667,-66.36666667,2022-08-16,228,German Bank,NA,NA,99,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
502516,2022-08-24,236,German Bank,43.27011667,-66.37978333,2022-08-26,238,German Bank,NA,NA,51,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
502885,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-26,238,German Bank,NA,NA,51,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
502718,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-26,238,German Bank,NA,NA,51,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
498552,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-26,238,German Bank,NA,NA,96,10,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
502385,2022-08-24,236,German Bank,43.29388333,-66.39218333,2022-08-26,238,German Bank,NA,NA,96,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
502550,2022-08-24,236,German Bank,43.27011667,-66.37978333,2022-08-26,238,German Bank,NA,NA,96,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
498250,2022-08-16,228,German Bank,43.29838333,-66.42238333,2022-08-26,238,German Bank,NA,NA,96,10,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
499957,2022-08-15,227,German Bank,43.26666667,-66.36666667,2022-08-26,238,German Bank,NA,NA,96,11,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
498420,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-26,238,German Bank,NA,NA,96,10,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
502546,2022-08-24,236,German Bank,43.27011667,-66.37978333,2022-08-26,238,German Bank,NA,NA,96,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
498479,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-26,238,German Bank,NA,NA,96,10,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
502429,2022-08-24,236,German Bank,43.29388333,-66.39218333,2022-08-26,238,German Bank,NA,NA,96,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
498441,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-30,242,German Bank,NA,NA,151,14,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
498533,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-30,242,German Bank,NA,NA,151,14,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
467085,2022-08-29,241,German Bank,43.28333333,-66.37416667,2022-08-30,242,German Bank,NA,NA,53,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
498641,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-31,243,German Bank,NA,NA,74,15,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
510570,2022-08-29,241,German Bank,43.31666667,-66.36666667,2022-08-31,243,German Bank,NA,NA,78,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
502850,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-31,243,German Bank,NA,NA,78,7,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
467076,2022-08-29,241,German Bank,43.28333333,-66.37416667,2022-08-31,243,German Bank,NA,NA,78,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
498315,2022-08-16,228,German Bank,43.29838333,-66.42238333,2022-08-31,243,German Bank,NA,NA,78,15,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
502315,2022-08-24,236,German Bank,43.29388333,-66.39218333,2022-08-31,243,German Bank,NA,NA,78,7,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
510611,2022-08-29,241,German Bank,43.31666667,-66.36666667,2022-08-31,243,German Bank,NA,NA,74,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
502622,2022-08-24,236,German Bank,43.27011667,-66.37978333,2022-08-31,243,German Bank,NA,NA,74,7,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
467067,2022-08-29,241,German Bank,43.28333333,-66.37416667,2022-09-01,244,German Bank,NA,NA,36,3,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
467367,2022-08-30,242,German Bank,43.28433333,-66.3675,2022-09-01,244,German Bank,NA,NA,36,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
510552,2022-08-29,241,German Bank,43.31666667,-66.36666667,2022-09-01,244,German Bank,NA,NA,36,3,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
510467,2022-08-29,241,German Bank,43.31666667,-66.36666667,2022-09-01,244,German Bank,NA,NA,36,3,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
491540,2022-09-13,256,German Bank,43.26666667,-66.38333333,2022-09-14,257,German Bank,NA,NA,86,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
491543,2022-09-13,256,German Bank,43.26666667,-66.38333333,2022-09-14,257,German Bank,NA,NA,79,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
491590,2022-09-13,256,German Bank,43.26666667,-66.38333333,2022-09-14,257,German Bank,NA,NA,79,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
491594,2022-09-13,256,German Bank,43.26666667,-66.38333333,2022-09-14,257,German Bank,NA,NA,79,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
603511,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,NA,NA,79,2,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
491582,2022-09-13,256,German Bank,43.26666667,-66.38333333,2022-09-14,257,German Bank,NA,NA,79,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
491577,2022-09-13,256,German Bank,43.26666667,-66.38333333,2022-09-14,257,German Bank,NA,NA,79,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
491701,2022-09-13,256,German Bank,43.26666667,-66.38333333,2022-09-14,257,German Bank,NA,NA,79,1,complete.returns,German Bank (Area 7),4Xq,4Xq,Purse Seine
522854,2022-08-24,236,German Bank,43.289,-66.368317,2022-08-26,238,German Bank,NA,NA,89,2,complete.returns,,4Xq,4Xq,Purse Seine
491388,2022-09-12,255,SW Grounds,43.0025,-66.00383333,2022-09-14,257,German Bank,NA,NA,59,2,complete.returns,,4Xo,4Xq,Purse Seine
603503,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,NA,NA,59,2,complete.returns,,4Xq,4Xq,Purse Seine
499869,2022-08-15,227,German Bank,43.26666667,-66.36666667,2022-08-16,228,German Bank,NA,NA,124,1,complete.returns,,4Xq,4Xq,Purse Seine
481051,2020-09-14,258,German Bank,43.45883333,-66.3398,2022-08-30,242,German Bank,NA,NA,224,715,complete.returns,,4Xq,4Xq,Purse Seine
498647,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-30,242,German Bank,NA,NA,224,14,complete.returns,,4Xq,4Xq,Purse Seine
502898,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-30,242,German Bank,NA,NA,224,6,complete.returns,,4Xq,4Xq,Purse Seine
502692,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-30,242,German Bank,NA,NA,224,6,complete.returns,,4Xq,4Xq,Purse Seine
499931,2022-08-15,227,German Bank,43.26666667,-66.36666667,2022-08-31,243,German Bank,NA,NA,224,16,complete.returns,,4Xq,4Xq,Purse Seine
498408,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-31,243,German Bank,NA,NA,224,15,complete.returns,,4Xq,4Xq,Purse Seine
500735,2022-08-10,222,Scots Bay,45.15665,-64.97125,2022-08-30,242,German Bank,NA,NA,224,20,complete.returns,,4Xr,4Xq,Purse Seine
522754,2022-08-16,228,German Bank,43.32573333,-66.45521667,2022-08-30,242,German Bank,NA,NA,224,14,complete.returns,,4Xq,4Xq,Purse Seine
502664,2022-08-24,236,German Bank,43.27011667,-66.37978333,2022-08-31,243,German Bank,NA,NA,224,7,complete.returns,,4Xq,4Xq,Purse Seine
498158,2022-08-16,228,German Bank,43.29838333,-66.42238333,2022-08-31,243,German Bank,NA,NA,224,15,complete.returns,,4Xq,4Xq,Purse Seine
502801,2022-08-24,236,German Bank,43.22238333,-66.35058333,2022-08-31,243,German Bank,NA,NA,224,7,complete.returns,,4Xq,4Xq,Purse Seine
498289,2022-08-16,228,German Bank,43.29838333,-66.42238333,2022-08-31,243,German Bank,NA,NA,224,15,complete.returns,,4Xq,4Xq,Purse Seine
498427,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-31,243,German Bank,NA,NA,224,15,complete.returns,,4Xq,4Xq,Purse Seine
502660,2022-08-24,236,German Bank,43.27011667,-66.37978333,2022-08-31,243,German Bank,NA,NA,224,7,complete.returns,,4Xq,4Xq,Purse Seine
590964,2021-08-25,237,German Bank,43.2792,-66.40478333,2022-08-31,243,German Bank,NA,NA,224,371,complete.returns,,4Xq,4Xq,Purse Seine
498433,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-31,243,German Bank,NA,NA,224,15,complete.returns,,4Xq,4Xq,Purse Seine
498598,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-31,243,German Bank,NA,NA,224,15,complete.returns,,4Xq,4Xq,Purse Seine
502431,2022-08-24,236,German Bank,43.29388333,-66.39218333,2022-08-31,243,German Bank,NA,NA,224,7,complete.returns,,4Xq,4Xq,Purse Seine
522687,2022-08-16,228,German Bank,43.32573333,-66.45521667,2022-08-31,243,German Bank,NA,NA,224,15,complete.returns,,4Xq,4Xq,Purse Seine
502304,2022-08-24,236,German Bank,43.29388333,-66.39218333,2022-08-31,243,German Bank,NA,NA,224,7,complete.returns,,4Xq,4Xq,Purse Seine
498443,2022-08-16,228,German Bank,43.34535,-66.44735,2022-08-31,243,German Bank,NA,NA,224,15,complete.returns,,4Xq,4Xq,Purse Seine
491365,2022-09-12,255,SW Grounds,43.0025,-66.00383333,2022-09-14,257,German Bank,NA,NA,125,2,complete.returns,,4Xo,4Xq,Purse Seine
603505,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,NA,NA,125,2,complete.returns,,4Xq,4Xq,Purse Seine
603522,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,NA,NA,125,2,complete.returns,,4Xq,4Xq,Purse Seine
603526,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,NA,NA,125,2,complete.returns,,4Xq,4Xq,Purse Seine
603527,2022-09-12,255,German Bank,43.23446667,-66.34903333,2022-09-14,257,German Bank,NA,NA,125,2,complete.returns,,4Xq,4Xq,Purse Seine
491282,2022-09-12,255,SW Grounds,43.0025,-66.00383333,2022-09-14,257,German Bank,NA,NA,125,2,complete.returns,,4Xo,4Xq,Purse Seine
