"ground","n_matched_months","mean_HSC_temp","mean_Prince5_temp","mean_difference_HSC_minus_Prince5","median_difference","sd_difference","mean_absolute_difference","RMSE","min_difference","max_difference","correlation"
"German Bank",19,12.2154409191016,12.5688844702022,-0.353443551100535,-0.39314964488543,1.11750983139034,0.928651723368903,1.14368822930234,-2.22281095975858,1.74485570374751,0.102072019104592
"Scots Bay",27,11.3126017064507,11.1062252891709,0.206376417279756,0.106241323012881,0.728857513655868,0.57963239098451,0.744411978901794,-1.13489747981744,1.8721419989497,0.934684331405942
