Vessel,Start Lat,Start Lon,End Lat,End Lon
Morning Star,43.56666667,-66.49333333,43.23333333,-66.49333333
Lady Janice,43.56666667,-66.46518519,43.23333333,-66.46518519
Brunswick Provider,43.56666667,-66.43703704,43.23333333,-66.43703704
Lady Melissa,43.56666667,-66.40888889,43.23333333,-66.40888889
Leroy and Barry,43.56666667,-66.38074074,43.23333333,-66.38074074
Morning Star,43.56666667,-66.35259259,43.23333333,-66.35259259
Lady Janice,43.56666667,-66.32444444,43.23333333,-66.32444444
Brunswick Provider,43.56666667,-66.2962963,43.23333333,-66.2962963
Lady Melissa,43.56666667,-66.26814815,43.23333333,-66.26814815
Leroy and Barry,43.56666667,-66.24,43.23333333,-66.24
Morning Star,43.502,-66.23,43.2475,-66.23
Lady Janice,43.502,-66.21833333,43.2475,-66.21833333
Brunswick Provider,43.502,-66.20666667,43.2475,-66.20666667
Lady Melissa,43.502,-66.195,43.2475,-66.195
Leroy and Barry,43.502,-66.18333333,43.2475,-66.18333333
Morning Star,43.502,-66.17166667,43.2475,-66.17166667
Lady Janice,43.502,-66.16,43.2475,-66.16
Brunswick Provider,43.502,-66.14833333,43.2475,-66.14833333
Lady Melissa,43.502,-66.13666667,43.2475,-66.13666667
Leroy and Barry,43.502,-66.125,43.2475,-66.125
