Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2024-09-02 19:31:00,2024-09-02 21:50:58,-66.43706855,43.56336978,-66.43836538,43.23748226,36.289529585
BP,T02,2024-09-02 22:33:55,2024-09-03 00:32:00,-66.29571547,43.23688188,-66.29620937,43.56556951,36.55253211
LB,T01,2024-09-02 19:27:57,2024-09-02 22:07:47,-66.380725,43.56558167,-66.38089406,43.23439823,38.279046966
LB,T02,2024-09-02 22:54:27,2024-09-03 01:14:17,-66.24018854,43.23404753,-66.24001532,43.56561902,37.80106824
LJ,T01,2024-09-02 19:36:22,2024-09-02 21:57:48,-66.46520578,43.56454006,-66.46545847,43.23486335,36.675719374
LJ,T02,2024-09-02 22:39:14,2024-09-03 00:52:36,-66.32439284,43.23311,-66.32449903,43.56457813,36.85939664
LM,T01,2024-09-02 19:21:07,2024-09-02 21:45:49,-66.40706833,43.56876,-66.40900223,43.23300201,38.21744753
LM,T02,2024-09-02 22:21:40,2024-09-03 00:41:55,-66.26992493,43.236254,-66.26806334,43.56601175,37.33482129
MS,T01,2024-09-02 19:31:38,2024-09-02 22:02:41,-66.49395923,43.5660909,-66.493385,43.23426924,39.856441522
MS,T02,2024-09-02 22:48:35,2024-09-03 00:57:08,-66.35192541,43.23509844,-66.35259567,43.56551065,38.69143873
BP,T03,2024-09-03 01:06:07,2024-09-03 02:55:38,-66.20638851,43.50330698,-66.20375376,43.24691955,28.5269414
BP,T04,2024-09-03 03:11:13,2024-09-03 05:06:42,-66.14943814,43.24818797,-66.15209167,43.50113008,28.250733
LB,T03,2024-09-03 01:47:41,2024-09-03 03:30:29,-66.18323001,43.50153104,-66.18291469,43.24462217,29.34811153
LB,T04,2024-09-03 03:46:46,2024-09-03 05:52:53,-66.12533004,43.24857162,-66.12514427,43.50102931,29.4427957
LJ,T03,2024-09-03 01:30:40,2024-09-03 03:15:16,-66.21812632,43.50234506,-66.21823343,43.24676138,28.41957449
LJ,T04,2024-09-03 03:30:28,2024-09-03 05:27:40,-66.15996892,43.24799537,-66.16000577,43.50560472,28.6624212
LM,T03,2024-09-03 01:11:02,2024-09-03 03:00:44,-66.19562901,43.50258205,-66.19266296,43.24903955,28.76726204
LM,T04,2024-09-03 03:15:16,2024-09-03 05:05:17,-66.13681227,43.24592037,-66.13749838,43.50269271,29.1818324
MS,T03,2024-09-03 01:39:29,2024-09-03 03:21:28,-66.22907681,43.50037407,-66.23004924,43.24802492,29.7674879
MS,T04,2024-09-03 03:37:56,2024-09-03 05:42:26,-66.17061875,43.24859709,-66.17161911,43.50096873,31.0525317
