Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,810.6554,-52.68546173,0.018754176,15498.51569,5850.461215,37.74852594,German Bank,12639
-35.5,287.0035,-54.31532804,0.013107503,3770.113184,699.4121728,18.55149007,Seal Island,12639
