Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
BP,T01,2024-08-18 19:43,2024-08-18 22:03,-66.49310724,43.56023855,-66.49292206,43.23680312,36.05681129
BP,T02,2024-08-18 22:42,2024-08-19 1:01,-66.35703018,43.2354023,-66.35706333,43.55957569,36.16617357
FM,T01,2024-08-18 20:56,2024-08-18 23:24,-66.42418751,43.56523803,-66.42424743,43.23390244,38.26487723
FM,T02,2024-08-19 0:07,2024-08-19 2:30,-66.28422131,43.24169361,-66.28532806,43.5651369,36.92017827
LB,T01,2024-08-18 19:49,2024-08-18 22:35,-66.44753938,43.56511022,-66.44733333,43.23323413,38.43509806
LB,T02,2024-08-18 23:19,2024-08-19 1:47,-66.3092842,43.23278336,-66.30905892,43.565796,37.94021145
LJ,T01,2024-08-18 20:17,2024-08-18 22:43,-66.46956391,43.56717598,-66.47020641,43.23310483,37.18230852
LJ,T02,2024-08-18 23:22,2024-08-19 1:41,-66.33233383,43.23379157,-66.33219723,43.56532805,36.89474371
LM,T01,2024-08-18 19:36,2024-08-18 22:04,-66.37835,43.56772833,-66.37900421,43.23555124,37.79541806
LM,T02,2024-08-18 22:40,2024-08-19 1:04,-66.24062478,43.2320216,-66.23989,43.56576418,37.65434881
MS,T01,2024-08-18 19:41,2024-08-18 22:32,-66.40146312,43.56578242,-66.40126088,43.23398191,39.89545473
MS,T02,2024-08-18 23:16,2024-08-19 1:37,-66.26250953,43.23595721,-66.26301146,43.56588849,38.51417982
BP,T03,2024-08-19 1:38,2024-08-19 3:16,-66.22963863,43.50058172,-66.2325932,43.24503756,28.4685059
BP,T04,2024-08-19 3:32,2024-08-19 5:23,-66.17803252,43.2474265,-66.17920741,43.50156027,28.3699405
FM,T03,2024-08-19 2:59,2024-08-19 4:45,-66.20342857,43.50129846,-66.20134719,43.24596961,29.62793414
FM,T04,2024-08-19 5:00,2024-08-19 6:42,-66.14377501,43.24852941,-66.14414314,43.49984124,29.042425
LB,T03,2024-08-19 2:20,2024-08-19 4:01,-66.21006171,43.50106182,-66.21094555,43.24726569,29.0623205
LB,T04,2024-08-19 4:20,2024-08-19 6:10,-66.15371241,43.25005171,-66.15381508,43.50195275,28.9838494
LJ,T03,2024-08-19 2:17,2024-08-19 3:59,-66.221132,43.50109844,-66.22040715,43.24747655,28.22849259
LJ,T04,2024-08-19 4:14,2024-08-19 6:05,-66.16364467,43.24677466,-66.1631657,43.50543913,28.8025819
LM,T03,2024-08-19 1:29,2024-08-19 3:18,-66.18219,43.50024796,-66.18264419,43.24818189,28.76672184
LM,T04,2024-08-19 3:33,2024-08-19 5:23,-66.12527831,43.24647071,-66.12605649,43.50279054,29.0997351
MS,T03,2024-08-19 2:07,2024-08-19 3:49,-66.19116027,43.49977148,-66.19184522,43.24791091,30.0240645
MS,T04,2024-08-19 4:07,2024-08-19 5:59,-66.13572884,43.24978601,-66.13501324,43.50405072,31.0040035
