Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,810.6554,-53.11046588,0.017272638,14054,2174.691034,15.4741881,German Bank,11668
-35.5,287.0035,-52.09548989,0.021607396,6285,2108.410492,33.54416339,Seal Island,
