Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2024-06-16 19:38,2024-06-16 22:30,-65.23311318,45.07316702,-64.72738223,45.23958664,43.90322088,Actual,16,SB,43.90322088,2024-06-16T22:38:00Z,2024-06-17T01:30:00Z,10320,8.269460937536744,2024,2024-06-16
BP,T02,2024-06-16 22:51,2024-06-17 0:59,-64.79365742,45.28660609,-65.22666357,45.13684372,37.91334468,Actual,16,SB,37.91334468,2024-06-17T01:51:00Z,2024-06-17T03:59:00Z,7680,9.596025510777501,2024,2024-06-16
FM,T01,2024-06-16 20:56,2024-06-16 23:39,-65.22579794,45.08904281,-64.74285374,45.25188315,42.24864324,Actual,16,SB,42.24864324,2024-06-16T23:56:00Z,2024-06-17T02:39:00Z,9780,8.397198637591165,2024,2024-06-16
FM,T02,2024-06-17 0:02,2024-06-17 2:09,-64.81156108,45.29700754,-65.23403763,45.15041301,37.1749069,Actual,16,SB,37.1749069,2024-06-17T03:02:00Z,2024-06-17T05:09:00Z,7620,9.483211421062467,2024,2024-06-17
LJ,T01,2024-06-16 19:44,2024-06-16 22:47,-65.23475479,45.05441408,-64.70254363,45.22947108,46.34364898,Actual,16,SB,46.34364898,2024-06-16T22:44:00Z,2024-06-17T01:47:00Z,10980,8.20442974802215,2024,2024-06-16
LJ,T02,2024-06-16 23:11,2024-06-17 1:36,-64.77530071,45.27595697,-65.2343261,45.11854853,40.11442272,Actual,16,SB,40.11442272,2024-06-17T02:11:00Z,2024-06-17T04:36:00Z,8700,8.962760857476415,2024,2024-06-16
LM,T01,2024-06-16 19:35,2024-06-16 22:24,-65.23907251,45.09998984,-64.75558538,45.265269,42.57357054,Actual,16,SB,42.57357054,2024-06-16T22:35:00Z,2024-06-17T01:24:00Z,10140,8.161361869671952,2024,2024-06-16
LM,T02,2024-06-16 22:44,2024-06-17 0:57,-64.82665046,45.30943511,-65.23083747,45.16674307,36.1414153,Actual,16,SB,36.1414153,2024-06-17T01:44:00Z,2024-06-17T03:57:00Z,7980,8.80365021513183,2024,2024-06-16
LB,T01,2024-06-16 19:43,2024-06-16 20:40,-65.04845379,45.28951102,-64.88358167,45.33985,14.21790451,Actual,16,SB,14.21790451,2024-06-16T22:43:00Z,2024-06-16T23:40:00Z,3420,8.0810910826662,2024,2024-06-16
LB,T02,2024-06-16 20:47,2024-06-16 21:48,-64.86659901,45.33178477,-65.05000833,45.27607667,15.74285363,Actual,16,SB,15.74285363,2024-06-16T23:47:00Z,2024-06-17T00:48:00Z,3660,8.3610897814588,2024,2024-06-16
LB,T03,2024-06-16 21:57,2024-06-16 23:05,-65.04308744,45.26475111,-64.84936075,45.32458241,16.8055459,Actual,16,SB,16.8055459,2024-06-17T00:57:00Z,2024-06-17T02:05:00Z,4080,8.006689299572548,2024,2024-06-16
LB,T04,2024-06-16 23:12,2024-06-17 0:21,-64.83425333,45.3155,-65.05081131,45.24972099,18.60688231,Actual,16,SB,18.60688231,2024-06-17T02:12:00Z,2024-06-17T03:21:00Z,4140,8.73642563030686,2024,2024-06-16
C1,T01,2024-06-16 19:51,2024-06-16 20:44,-64.70495169,45.22172636,-64.55523938,45.26373198,13.03534411,Actual,16,SB,13.03534411,2024-06-16T22:51:00Z,2024-06-16T23:44:00Z,3180,7.96812053295044,2024,2024-06-16
C1,T02,2024-06-16 20:52,2024-06-16 21:47,-64.55138295,45.28518195,-64.71250657,45.2394315,13.9803959,Actual,16,SB,13.9803959,2024-06-16T23:52:00Z,2024-06-17T00:47:00Z,3300,8.235046292804848,2024,2024-06-16
C1,T03,2024-06-16 21:55,2024-06-16 22:58,-64.73267345,45.25578176,-64.55388096,45.30429862,15.48469001,Actual,16,SB,15.48469001,2024-06-17T00:55:00Z,2024-06-17T01:58:00Z,3780,7.962899425671534,2024,2024-06-16
C1,T04,2024-06-16 23:12,2024-06-17 0:22,-64.55301841,45.32686685,-64.7707211,45.26660753,18.76743175,Actual,16,SB,18.76743175,2024-06-17T02:12:00Z,2024-06-17T03:22:00Z,4200,8.685924888790476,2024,2024-06-16
LJ,NA,NA,NA,-65.23333333,45.05498095,-64.70162857,45.22985238,NA,Plan,16,SB,46.06412547753003,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.07093605,-64.71925306,45.24154014,NA,Plan,16,SB,44.6005861514388,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.08689116,-64.73687755,45.25322789,NA,Plan,16,SB,43.13825004106362,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.10284626,-64.75450204,45.26491565,NA,Plan,16,SB,41.67717905891428,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.11880136,-64.77212653,45.2766034,NA,Plan,16,SB,40.21744038428379,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.13475646,-64.78975102,45.28829116,NA,Plan,16,SB,38.75911378933436,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.15071156,-64.80737551,45.29997891,NA,Plan,16,SB,37.302289278257796,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,16,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.05,45.25,-64.83333333,45.31666667,NA,Plan,16,SB,18.522072044965643,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.05,45.26305,-64.85,45.32445,NA,Plan,16,SB,17.088491673272745,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.05,45.27611667,-64.86666667,45.33221667,NA,Plan,16,SB,15.653881253174083,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.05,45.28916667,-64.88333333,45.34,NA,Plan,16,SB,14.22121072099839,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-64.69133333,45.22458333,-64.55,45.26375,NA,Plan,16,SB,11.904658471060143,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-64.71327778,45.23927778,-64.55,45.28527778,NA,Plan,16,SB,13.780154115879439,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-64.73522222,45.25397222,-64.55,45.30680556,NA,Plan,16,SB,15.654979051649567,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-64.75716667,45.26866667,-64.55,45.32833333,NA,Plan,16,SB,17.52902561099528,NA,NA,NA,NA,NA,NA
