Total Returned Tags,Returned Tags,Returned from,Total Tags,All Tags,Notes
,417617,Connors,,,
,417623,Connors,,,
,417729,Connors,,,
,417874,Connors,,,
,417887,Connors,,,
,417955,Connors,,,
,418119,Connors,,,
,418175,Connors,,,
,418251,Connors,,,
,418584,CapeBreeze,,,
,418802,Connors,,,
,418828,Connors,,,
,418844,Connors,,,
,419130,Connors,,,
,419252,Comeau Sea Foods,,,
,419373,Sealife,,,
,419513,Scotia Gardens,,,
,419530,Sealife,,,
,419581,Comeau Sea Foods,,,
,419705,Connors,,,
,419770,Connors,,,
,419912,Connors ,,,
,420289,Connors,,,
,420572,Sealife,,,
,420613,Connors ,,,
,420714,Scotia Gardens,,,
,420881,Comeau Sea Foods,,,
,420894,Comeau Sea Foods,,,
,420908,Comeau Sea Foods,,,
,420925,Comeau Sea Foods,,,
,420927,Comeau Sea Foods,,,
,420971,Comeau Sea Foods,,,
,420973,Comeau Sea Foods,,,
,421170,Connors,,,
,421549,Sealife,,,
,421619,Scotia Gardens,,,
,421726,Scotia Gardens,,,
,421727,Sealife,,,
,421745,Scotia Gardens,,,
,421877,Sealife,,,
,422113,CapeBreeze,,,
,422173,Connors,,,
,422315,Connors,,,
,422345,Sealife,,,
,422788,Scotia Gardens,,,
,422812,Connors,,,
,422951,CapeBreeze,,,
,423063,Connors,,,
,423308,Scotia Gardens,,,
,423309,Connors,,,
,423592,Scotia Gardens,,,
,423786,Connors ,,,
,424951,Connors,,,
,424996,Scotia Gardens,,,
,425060,Connors,,,
,425061,Connors,,,
,425064,Connors,,,
,425379,Connors,,,
,425765,Connors,,,
,425773,Connors,,,
,425809,Connors,,,
,426117,Connors,,,
,426125,Connors,,,
,426139,Connors,,,
,426195,Connors,,,
,426234,Connors,,,
,426247,Connors,,,
,426370,Connors,,,
,426400,Connors,,,
,426486,Connors,,,
,426494,Connors,,,
,426501,Connors,,,
,426600,Connors,,,
,426633,Connors,,,
,426682,Connors,,,
,426821,Scotia Gardens,,,
,426936,Sealife,,,
,427393,Connors,,,
,427496,Connors,,,
,427727,Connors,,,
,427813,Connors,,,
,427820,Connors,,,
,427865,Connors,,,
,428167,Connors,,,
,428374,Connors,,,
,428401,Connors,,,
,428420,Connors,,,
,428424,Connors,,,
,428528,Connors,,,
,428586,Connors,,,
,428673,Connors,,,
,428739,Connors,,,
,430067,Connors,,,
,430078,Connors,,,
,430121,Connors,,,
,430142,Connors,,,
,430283,Connors,,,
,430295,Connors,,,
,430464,Connors,,,
,430522,Connors,,,
,430705,Connors,,,
,430859,Connors,,,
,430868,Connors,,,
,431162,Scotia Gardens,,,
,431354,Sealife,,,
,431444,Comeau Sea Foods,,,
,431506,Sealife,,,
,431509,Sealife,,,
,431543,Sealife,,,
,431545,Connors,,,
,431555,Sealife,,,
,431604,Connors,,,
,431628,CapeBreeze,,,
,431629,Sealife,,,
,431635,Scotia Gardens,,,
,431647,Sealife,,,
,431662,Sealife,,,
,431690,Sealife,,,
,431699,Scotia Gardens,,,
,431855,Connors ,,,
,431880,Scotia Gardens,,,
,432950,Connors,,,
,433341,Connors,,,
,433477,Connors,,,
,433596,Connors,,,
,433731,Connors,,,
,435040,Sealife,,,
,435157,Connors,,,
,435283,Connors,,,
,435461,Sealife,,,
,435502,Connors,,,
,436142,Connors,,,
,436331,Connors,,,
,437082,Sealife,,,
,437173,Sealife,,,
,437718,Connors,,,
,437865,Sealife,,,
,437873,Connors,,,
,438411,Connors,,,
,438662,Connors,,,
,438666,Connors,,,
,438680,Connors,,,
,438687,Connors,,,
,438742,Connors,,,
,438877,Connors,,,
,438889,Connors,,,
,438897,Connors,,,
,438969,Connors,,,
,439384,Connors ,,,
,439468,Connors ,,,
,439523,Connors ,,,
,439546,Connors ,,,
,439800,Connors ,,,
,439872,Connors ,,,
,440021,Comeau Sea Foods,,,
,440150,Connors,,,
,440222,Connors,,,
,440261,Connors,,,
,440457,Connors,,,
,440591,Scotia Gardens,,,
,440787,Sealife,,,
,440888,Scotia Gardens,,,
,440910,Comeau Sea Foods,,,
,441773,Scotia Gardens,,,
,441801,Connors,,,
,442103,Connors,,,
,442133,Sealife,,,
,442510,CapeBreeze,,,
,442788,Sealife,,,
,442815,Connors,,,
,442864,Sealife,,,
,442927,Sealife,,,
,443903,Connors,,,
,443922,Connors,,,
,443926,Connors,,,
,443946,Connors,,,
,443959,Connors,,,
,443983,Connors,,,
,444640,Connors ,,,
,444649,Connors ,,,
,444728,Connors ,,,
,445100,Connors,,,
,445366,Connors,,,
,445385,Connors,,,
,445556,Connors,,,
,445793,Connors,,,
,445880,Sealife,,,
,445969,Scotia Gardens,,,
,446597,Connors,,,
,448003,Connors ,,,
,448029,Connors ,,,
,448030,Comeau Sea Foods,,,
,448191,CapeBreeze,,,
,448505,Connors ,,,
,448906,Connors ,,,
,448912,Sealife,,,
,449132,Connors,,,
,449347,Sealife,,,
,449455,Connors,,,
,449480,Connors,,,
,449786,Sealife,,,
,450446,CapeBreeze,,,
,450542,Connors,,,
,450645,Connors,,,
,450689,Sealife,,,
,450805,Connors,,,
,451520,Comeau Sea Foods,,,
,452321,Connors,,,
,452393,Connors,,,
,452549,Connors,,,
,452653,Connors,,,
,452940,Connors,,,
,453163,Connors,,,
,453773,Scotia Gardens,,,
,454158,Scotia Gardens,,,
,454497,Scotia Gardens,,,
,455068,Connors,,,
,455076,Comeau Sea Foods,,,
,455079,Sealife,,,
,455080,Sealife,,,
,455086,Scotia Gardens,,,
,455133,Scotia Gardens,,,
,455143,Sealife,,,
,455147,Sealife,,,
,455193,Scotia Gardens,,,
,455260,Sealife,,,
,455308,Sealife,,,
,455322,Sealife,,,
,455333,Connors,,,
,455336,Sealife,,,
,455352,Sealife,,,
,455355,Scotia Gardens,,,
,455358,Sealife,,,
,455361,Sealife,,,
,455365,Sealife,,,
,455390,Seacrest,,,
,455392,Sealife,,,
,455493,Sealife,,,
,455499,Sealife,,,
,455500,Sealife,,,
,455602,Connors,,,
,455750,Connors,,,
,455887,Connors,,,
,455889,Comeau Sea Foods,,,
,455976,Connors,,,
,456401,Connors,,,
,456509,Scotia Gardens,,,
,456629,Connors,,,
,457012,Scotia Gardens,,,
,457449,Sealife,,,
,457452,Connors ,,,
,457506,Connors ,,,
,457550,Sealife,,,
,457674,Comeau Sea Foods,,,
,457761,Connors ,,,
,458234,Connors ,,,
,458295,Comeau Sea Foods,,,
,458336,Comeau Sea Foods,,,
,458887,Connors ,,,
,459121,Connors,,,
,459126,Connors,,,
,459268,Sealife,,,
,459313,Connors,,,
,459364,Connors,,,
,459394,Connors,,,
,459473,Scotia Gardens,,,
,459479,Comeau Sea Foods,,,
,459703,Connors,,,
,459943,Connors,,,
,459975,Connors,,,
,459985,Connors,,,
,460003,Connors,,,
,460094,Connors,,,
,460131,Scotia Gardens,,,
,460132,Sealife,,,
,460183,Connors,,,
,460329,Connors,,,
,461321,Scotia Gardens,,,
,461337,Scotia Gardens,,,
,461768,Scotia Gardens,,,
