Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,640,-53.360479420292,0.0128428881365859,10474.4693903352,1672.54805874402,15.967854756321,Main Box,-33632
NA,NA,NA,NA,NA,NA,NA,Northern Box,-33632
NA,NA,NA,NA,NA,NA,NA,Eastern Box,-33632
