Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
C1,T01,2025-06-16T19:41:02Z,2025-06-16T20:56:31Z,-65.05119026,45.24901082,-64.83369592,45.31645395,19.285046902,Actual,88,SB,19.285046902,2025-06-16T19:41:02Z,2025-06-16T20:56:31Z,4529,8.277113175090237,2025,2025-06-16
C1,T02,2025-06-16T21:02:56Z,2025-06-16T22:08:30Z,-64.85073725,45.32401833,-65.0477172,45.26366833,17.28431163,Actual,88,SB,17.28431163,2025-06-16T21:02:56Z,2025-06-16T22:08:30Z,3934,8.54040069111825,2025,2025-06-16
C1,T03,2025-06-16T22:13:38Z,2025-06-16T23:15:15Z,-65.0525373,45.27532794,-64.86701807,45.33210219,16.32309699,Actual,88,SB,16.32309699,2025-06-16T22:13:38Z,2025-06-16T23:15:15Z,3697,8.58249630863987,2025,2025-06-16
C1,T04,2025-06-16T23:20:16Z,2025-06-17T00:19:43Z,-64.8780458,45.33866167,-65.05330154,45.28831413,15.17091818,Actual,88,SB,15.17091818,2025-06-16T23:20:16Z,2025-06-17T00:19:43Z,3567,8.267406110179758,2025,2025-06-16
FM,T01,2025-06-16T20:54:50Z,2025-06-16T23:57:07Z,-65.24996833,45.06726167,-64.72236869,45.2434357,46.70395135,Actual,88,SB,46.70395135,2025-06-16T20:54:50Z,2025-06-16T23:57:07Z,10937,8.300723122628144,2025,2025-06-16
FM,T02,2025-06-17T00:29:31Z,2025-06-17T02:48:05Z,-64.80376053,45.29808057,-65.2182545,45.15354559,36.52111117,Actual,88,SB,36.52111117,2025-06-17T00:29:31Z,2025-06-17T02:48:05Z,8314,8.538753516561558,2025,2025-06-17
LB,T01,2025-06-16T19:32:20Z,2025-06-16T23:01:29Z,-65.23896667,45.03408,-64.6876358,45.21422565,48.5595428,Actual,88,SB,48.5595428,2025-06-16T19:32:20Z,2025-06-16T23:01:29Z,12549,7.521872792760539,2025,2025-06-16
LB,T02,2025-06-16T23:33:34Z,2025-06-17T02:33:02Z,-64.76040599,45.27070743,-65.2116645,45.1179973,39.85249659,Actual,88,SB,39.85249659,2025-06-16T23:33:34Z,2025-06-17T02:33:02Z,10768,7.194175053074443,2025,2025-06-16
LJ,T01,2025-06-16T19:37:07Z,2025-06-16T22:34:46Z,-65.23122501,45.09236611,-64.74414382,45.25652949,42.634259093,Actual,88,SB,42.634259093,2025-06-16T19:37:07Z,2025-06-16T22:34:46Z,10659,7.7750425176223965,2025,2025-06-16
LJ,T02,2025-06-16T23:08:15Z,2025-06-17T01:30:14Z,-64.8247967,45.31121977,-65.23086375,45.16762374,36.15046151,Actual,88,SB,36.15046151,2025-06-16T23:08:15Z,2025-06-17T01:30:14Z,8519,8.248704437328138,2025,2025-06-16
LM,T01,2025-06-16T19:44:06Z,2025-06-16T20:21:27Z,-64.66679987,45.2312617,-64.55181557,45.26351293,9.757710875,Actual,88,SB,9.757710875,2025-06-16T19:44:06Z,2025-06-16T20:21:27Z,2241,8.46382360877287,2025,2025-06-16
LM,T02,2025-06-16T20:28:57Z,2025-06-16T21:21:02Z,-64.5515191,45.28473355,-64.7148391,45.24102754,13.77842694,Actual,88,SB,13.77842694,2025-06-16T20:28:57Z,2025-06-16T21:21:02Z,3125,8.570578375375872,2025,2025-06-16
LM,T03,2025-06-16T21:30:25Z,2025-06-16T22:32:16Z,-64.73581197,45.25478413,-64.5499368,45.30778646,15.84502257,Actual,88,SB,15.84502257,2025-06-16T21:30:25Z,2025-06-16T22:32:16Z,3711,8.299700531519482,2025,2025-06-16
LM,T04,2025-06-16T22:38:49Z,2025-06-16T23:48:10Z,-64.55271594,45.32721167,-64.76017,45.26783,17.68140432,Actual,88,SB,17.68140432,2025-06-16T22:38:49Z,2025-06-16T23:48:10Z,4161,8.259990620857678,2025,2025-06-16
MS,T01,2025-06-16T19:45:15Z,2025-06-16T23:11:33Z,-65.22440985,45.05792246,-64.70175878,45.22978113,48.09935904,Actual,88,SB,48.09935904,2025-06-16T19:45:15Z,2025-06-16T23:11:33Z,12378,7.553518991461755,2025,2025-06-16
MS,T02,2025-06-16T23:51:40Z,2025-06-17T02:43:26Z,-64.78535319,45.28346614,-65.19910366,45.14134077,39.49976641,Actual,88,SB,39.49976641,2025-06-16T23:51:40Z,2025-06-17T02:43:26Z,10306,7.450148063110265,2025,2025-06-16
LB,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,88,SB,47.77303993942598,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.05498095,-64.70162857,45.22985238,NA,Plan,88,SB,46.06412547753003,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.07359524,-64.72219048,45.2434881,NA,Plan,88,SB,44.35677780510643,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.09220952,-64.74275238,45.25712381,NA,Plan,88,SB,42.651083040111104,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.11082381,-64.76331429,45.27075952,NA,Plan,88,SB,40.94713786452457,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.1294381,-64.78387619,45.28439524,NA,Plan,88,SB,39.24506014072086,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.14805238,-64.8044381,45.29803095,NA,Plan,88,SB,37.54498413916434,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,88,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.05,45.25,-64.83333333,45.31666667,NA,Plan,88,SB,18.522072044965643,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.05,45.26305,-64.85,45.32445,NA,Plan,88,SB,17.088491673272745,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.05,45.27611667,-64.86666667,45.33221667,NA,Plan,88,SB,15.653881253174083,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.05,45.28916667,-64.88333333,45.34,NA,Plan,88,SB,14.22121072099839,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-64.69133333,45.22458333,-64.55,45.26375,NA,Plan,88,SB,11.904658471060143,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-64.71327778,45.23927778,-64.55,45.28527778,NA,Plan,88,SB,13.780154115879439,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-64.73522222,45.25397222,-64.55,45.30680556,NA,Plan,88,SB,15.654979051649567,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-64.75716667,45.26866667,-64.55,45.32833333,NA,Plan,88,SB,17.52902561099528,NA,NA,NA,NA,NA,NA
