Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,370.4243,-44.5519256935501,0.131229711451138,46079.4089125125,26417.6729459277,57.3307548195442,Main Box,57168.56315
-35.5,80.94466,-42.8669398445476,0.168687710402722,14842.0612241156,7021.22588481162,47.3062722137503,Northern Box,57168.56315
-35.5,55.79467,-59.6123288843777,0.00391654156658072,216.45111375761,116.365626326114,53.7606964944631,Eastern Box,57168.56315
