Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
FM,T01,2025-08-18 21:30:41,2025-08-18 23:47:11,-66.45973521,43.55342242,-66.45941257,43.23862053,36.547085337
FM,T02,2025-08-19 00:22:07,2025-08-19 02:41:19,-66.32398541,43.23875214,-66.3250306,43.56691154,37.37232075
LB,T01,2025-08-18 20:03:21,2025-08-18 22:28:07,-66.38034778,43.56713198,-66.38064663,43.23306742,38.329590655
LB,T02,2025-08-18 23:09:13,2025-08-19 01:46:58,-66.23300958,43.23501395,-66.23327817,43.56610628,37.91220815
LJ,T01,2025-08-18 20:26:04,2025-08-18 22:50:57,-66.40919474,43.56680307,-66.40834843,43.23196738,37.332525503
LJ,T02,2025-08-18 23:24:54,2025-08-19 01:49:06,-66.26805898,43.23250934,-66.26805213,43.56658115,37.16958125
LM,T01,2025-08-18 20:26:33,2025-08-18 22:56:38,-66.43382,43.57119333,-66.436545,43.233145,38.45029449
LM,T02,2025-08-18 23:30:02,2025-08-19 01:57:03,-66.29723391,43.23203015,-66.2967446,43.56720076,37.84741838
MS,T01,2025-08-18 20:19:33,2025-08-18 22:38:48,-66.49322048,43.55758518,-66.49334357,43.23467197,38.299169024
MS,T02,2025-08-18 23:18:52,2025-08-19 01:57:13,-66.35224043,43.23588799,-66.35262667,43.56888499,38.88467577
FM,T03,2025-08-19 03:14:21,2025-08-19 05:02:47,-66.2190743,43.50054739,-66.219282,43.24946735,28.88867957
FM,T04,2025-08-19 05:22:15,2025-08-19 07:07:39,-66.159226,43.25128174,-66.16637667,43.49896269,28.5045028
LB,T03,2025-08-19 02:16:07,2025-08-19 04:02:50,-66.18460314,43.49984285,-66.18347016,43.25037513,28.45260721
LB,T04,2025-08-19 04:25:22,2025-08-19 06:07:26,-66.12469668,43.24910145,-66.1241083,43.50256503,28.7703405
LJ,T03,2025-08-19 02:18:13,2025-08-19 04:08:28,-66.19542895,43.50444194,-66.19512057,43.24934707,28.39111275
LJ,T04,2025-08-19 04:27:30,2025-08-19 06:14:36,-66.13682656,43.24727994,-66.13673701,43.50254014,28.3949686
LM,T03,2025-08-19 02:28:17,2025-08-19 04:21:04,-66.20751677,43.50367677,-66.20773515,43.24961304,28.78500385
LM,T04,2025-08-19 04:40:17,2025-08-19 06:26:07,-66.14935155,43.24627181,-66.15227814,43.512605,30.1872631
MS,T03,2025-08-19 02:41:29,2025-08-19 04:37:52,-66.2294153,43.5005319,-66.23002127,43.24794861,29.8333652
MS,T04,2025-08-19 04:58:33,2025-08-19 06:20:39,-66.17584076,43.25712727,-66.17301378,43.47299737,24.9365892
