Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,826,-49.2281018867767,0.0422983868542514,35008.2062244005,10177.7117020102,29.0723598826278,German Bank,32591.544194
-35.5,274,-51.9395681948251,0.0230012414735705,6220.04810299543,1633.24703029622,26.2577877735332,Seal Island,32591.544194
NA,NA,NA,NA,NA,NA,NA,School Survey,32591.544194
