Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
FM,T01,2023-10-09T23:53:49Z,2023-10-10T02:31:34Z,-65.23123754,45.09281125,-64.74473782,45.25606218,42.469342086999994,Actual,11,SB,42.469342086999994,2023-10-09T23:53:49Z,2023-10-10T02:31:34Z,157.75,8.721986890902702,2023,2023-10-09
FM,T02,2023-10-10T03:01:27Z,2023-10-10T05:14:58Z,-64.82497115,45.31161167,-65.22983224,45.16951568,36.72797423,Actual,11,SB,36.72797423,2023-10-10T03:01:27Z,2023-10-10T05:14:58Z,133.51666666666668,8.911909303113617,2023,2023-10-09
LB,T01,2023-10-09T22:44:32Z,2023-10-10T01:28:49Z,-65.23290689,45.07391788,-64.72544031,45.24243663,44.27280306,Actual,11,SB,44.27280306,2023-10-09T22:44:32Z,2023-10-10T01:28:49Z,164.28333333333333,8.730774627183768,2023,2023-10-09
LB,T02,2023-10-10T02:03:11Z,2023-10-10T04:22:02Z,-64.80284036,45.29817069,-65.23462787,45.14659046,38.08026452,Actual,11,SB,38.08026452,2023-10-10T02:03:11Z,2023-10-10T04:22:02Z,138.85,8.885120799970808,2023,2023-10-09
LJ,T01,2023-10-09T22:50:54Z,2023-10-10T01:44:13Z,-65.23473921,45.05456849,-64.70260903,45.22943677,46.228882599999984,Actual,11,SB,46.228882599999984,2023-10-09T22:50:54Z,2023-10-10T01:44:13Z,173.31666666666666,8.641364665177804,2023,2023-10-09
LJ,T02,2023-10-10T02:14:47Z,2023-10-10T04:40:46Z,-64.78426704,45.28439641,-65.23240399,45.12982164,39.22711719999998,Actual,11,SB,39.22711719999998,2023-10-10T02:14:47Z,2023-10-10T04:40:46Z,145.98333333333335,8.705473170230386,2023,2023-10-09
SL,T01,2023-10-09T23:50:36Z,2023-10-10T02:46:36Z,-65.23360767,45.03599008,-64.68136565,45.21603303,48.980282183,Actual,11,SB,48.980282183,2023-10-09T23:50:36Z,2023-10-10T02:46:36Z,176,9.016082549110106,2023,2023-10-09
SL,T02,2023-10-10T03:15:50Z,2023-10-10T05:51:28Z,-64.76334435,45.2708328,-65.24048436,45.10840941,42.75673082,Actual,11,SB,42.75673082,2023-10-10T03:15:50Z,2023-10-10T05:51:28Z,155.63333333333333,8.900433030322212,2023,2023-10-09
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,11,SB,NA,NA,NA,NA,NA,NA,NA
SL,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,11,SB,47.77303993942598,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.05498095,-64.70162857,45.22985238,NA,Plan,11,SB,46.06412547753003,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.07359524,-64.72219048,45.2434881,NA,Plan,11,SB,44.35677780510643,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.09220952,-64.74275238,45.25712381,NA,Plan,11,SB,42.651083040111104,NA,NA,NA,NA,NA,NA
SL,NA,NA,NA,-65.23333333,45.11082381,-64.76331429,45.27075952,NA,Plan,11,SB,40.94713786452457,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.1294381,-64.78387619,45.28439524,NA,Plan,11,SB,39.24506014072086,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.14805238,-64.8044381,45.29803095,NA,Plan,11,SB,37.54498413916434,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,11,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
