Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,661,-58.40320198,0.00525037,3387.515267,624.9096985,18.44743564,Main Box,2971
NA,77,NA,NA,NA,NA,NA,Northern Box,2971
NA,NA,NA,NA,NA,NA,NA,Eastern Box,2971
