Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
FM,T01,-35.5,-50.09896997,0.0346819096884256,44.547323048
FM,T02,-35.5,-58.70371011,0.00478221380705219,37.7234
LB,T01,-35.5,-50.87153068,0.0290299930594717,48.258866877
LB,T02,-35.5,-53.45712606,0.0160061688507487,41.18699329
LJ,T01,-35.5,-54.75499519,0.0118713601584756,46.208065155
LJ,T02,-35.5,-44.5073555,0.125679501664075,39.38501024
SL,T01,-35.5,-58.04277204,0.00556830218658505,44.010372325
SL,T02,-35.5,-61.62435421,0.00244098201176875,37.37690051
LM,T01,-35.5,-61.5115008,0.00250524336154114,19.118081983
LM,T02,-35.5,-63.48540994,0.00159022657179572,17.38472242
LM,T03,-35.5,-59.5220609,0.00396090029182921,15.94984594
LM,T04,-35.5,-60.96564658,0.0028407652188188,14.22456441
C1,T01,-35.5,-64.92468922,0.00114164499751449,12.19288159
C1,T02,-35.5,-70.55439973,0.000312291401706122,13.53783019
C1,T03,-35.5,-62.18002403,0.00214781858997689,15.04863214
C1,T04,-35.5,-57.87349257,0.00578962910684051,17.70008213
