id,Region_ID,Region_name,Region_class,Process_ID,Depth_mean,Ping_S,Ping_E,Dist_S,Dist_E,Date_S,Time_S,Date_E,Time_E,Lat_S,Lon_S,Lat_E,Lon_E,Program_version,Processing_date,Processing_time,EV_filename,Uncorrected_area,Area_Backscatter_Strength,Frequency,Region_notes
1,1,C1_T01,Transect,2861,22.891122,1392,4117,9655.98105,21848.86264,20230716, 21:31:26.4550,20230716, 22:16:51.4550,45.22558783,-64.69164445,45.26398527,-64.55226979,13.0.378.44817,20230725, 11:03:55.6400,C1_Jul16_2023,455382.467,-64.92468922,38,
2,2,C1_T02,Transect,2861,23.279244,4630,7726,24327.83336,37865.66355,20230716, 22:25:24.4550,20230716, 23:17:00.4550,45.28421667,-64.55361541,45.23964417,-64.70981556,13.0.378.44817,20230725, 11:03:55.6400,C1_Jul16_2023,519653.3426,-70.55439973,38,
3,3,C1_T03,Transect,2861,31.40086,8551,12057,41690.12635,56738.75849,20230716, 23:30:45.4550,20230717, 00:29:11.4550,45.25673032,-64.72612504,45.30593049,-64.55307279,13.0.378.44817,20230725, 11:03:55.6400,C1_Jul16_2023,789522.2905,-62.18002403,38,
4,4,C1_T04,Transect,2861,42.839042,12564,16688,59462.19284,77162.27497,20230717, 00:37:38.4560,20230717, 01:46:22.4550,45.32762611,-64.55074895,45.26979174,-64.75503985,13.0.378.44817,20230725, 11:03:55.6400,C1_Jul16_2023,1302179.219,-57.87349257,38,
5,1,FM_T01,Transect,2862,30.56072,99,10179,581.653782,45128.97683,20230717, 22:03:03.1040,20230718, 00:51:03.1060,45.07377744,-65.23135157,45.24385613,-64.72209175,13.0.378.44817,20230725, 11:04:01.9300,FM_Jul16_2023,2308230.146,-50.09896997,38,
6,2,FM_T02,Transect,2862,28.324801,12214,20691,54279.13975,92002.53975,20230718, 01:24:58.1070,20230718, 03:46:15.1070,45.29805831,-64.80438088,45.14822066,-65.23268054,13.0.378.44817,20230725, 11:04:01.9300,FM_Jul16_2023,1778947.625,-58.70371011,38,
7,1,LB_T01,Transect,2863,24.683997,823,11578,2249.318143,50508.18502,20230716, 20:52:00.0070,20230716, 23:51:15.0080,45.03633339,-65.23332282,45.21682948,-64.67885283,13.0.378.44817,20230725, 11:04:10.0270,LB_Jul16_2023,1943552.64,-50.87153068,38,
8,2,LB_T02,Transect,2863,36.177283,13940,23048,60130.76541,101317.7587,20230717, 00:30:37.0080,20230717, 03:02:25.0070,45.27017031,-64.76414445,45.11051066,-65.23434558,13.0.378.44817,20230725, 11:04:10.0270,LB_Jul16_2023,2574438.867,-53.45712606,38,
9,1,LJ_T01,Transect,2864,26.686656,20,10390,73.579215,46281.64437,20230716, 21:02:04.1430,20230716, 23:54:54.1430,45.05531008,-65.23301627,45.22950392,-64.70336732,13.0.378.44817,20230725, 11:04:16.5340,LJ_Jul16_2023,2066454.702,-54.75499519,38,
10,2,LJ_T02,Transect,2864,34.257233,12409,21079,55375.8331,94760.84334,20230717, 00:28:33.1420,20230717, 02:53:03.1430,45.28456211,-64.78359857,45.1298368,-65.23225626,13.0.378.44817,20230725, 11:04:16.5340,LJ_Jul16_2023,2337205.971,-44.5073555,38,
11,1,LM_T01,Transect,2865,28.579715,32,4483,188.427127,19306.50911,20230716, 20:51:19.9140,20230716, 22:05:30.9140,45.25008717,-65.05571215,45.31730195,-64.83284178,13.0.378.44817,20230725, 11:04:23.4700,LM_Jul16_2023,883331.2744,-61.5115008,38,
12,2,LM_T02,Transect,2865,27.282389,4921,9021,20931.65367,38316.37609,20230716, 22:12:48.9140,20230716, 23:21:08.9140,45.32462136,-64.84829449,45.26309569,-65.05082607,13.0.378.44817,20230725, 11:04:23.4700,LM_Jul16_2023,783647.3533,-63.48540994,38,
13,3,LM_T03,Transect,2865,25.616818,9342,13161,40000.8766,55950.72254,20230716, 23:26:29.9250,20230717, 00:30:08.9150,45.27593376,-65.0519071,45.33217301,-64.86630308,13.0.378.44817,20230725, 11:04:23.4700,LM_Jul16_2023,675647.1547,-59.5220609,38,
14,4,LM_T04,Transect,2865,24.940348,13557,16915,57722.60717,71947.17158,20230717, 00:36:44.9140,20230717, 01:32:42.9140,45.33966903,-64.88415054,45.2887126,-65.04962739,13.0.378.44817,20230725, 11:04:23.4700,LM_Jul16_2023,574875.0332,-60.96564658,38,
15,1,SL_T01,Transect,2866,33.091927,285,10331,1253.978565,45264.35089,20230716, 22:04:20.7410,20230717, 00:51:46.7420,45.09246711,-65.23261865,45.25756458,-64.74124593,13.0.378.44817,20230725, 11:04:30.5600,SL_Jul16_2023,2515664.956,-58.04277204,38,
16,2,SL_T02,Transect,2866,28.704954,12404,21144,54739.00692,92115.90743,20230717, 01:26:19.7420,20230717, 03:51:59.7420,45.31085618,-64.82666858,45.16712579,-65.23292172,13.0.378.44817,20230725, 11:04:30.5600,SL_Jul16_2023,1767544.416,-61.62435421,38,
