Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,616.6171,-47.404597176999,0.0663831775989556,39770.0234161887,15033.5789507169,37.8012826228244,Main Box,25125.15445
-35.5,80.94466,-51.1888117261986,0.0272057614281332,2184.27356895372,484.857740110226,22.1976654848448,Northern Box,25125.15445
-35.5,119.3215,-52.7625645665486,0.0185781774330625,2241.10522236732,592.595345243924,26.4421027325952,Eastern Box,25125.15445
