id,Region_ID,Region_name,Region_class,Process_ID,Depth_mean,Ping_S,Ping_E,Dist_S,Dist_E,Date_S,Time_S,Date_E,Time_E,Lat_S,Lon_S,Lat_E,Lon_E,Program_version,Processing_date,Processing_time,EV_filename,Uncorrected_area,Area_Backscatter_Strength,Frequency,Region_notes
1,1,BP_T01,Transect,551,33.273072,0,10996,0,42599.36745,20260621, 18:30:06.4950,20260621, 21:33:24.4970,45.089785,-65.23272667,45.2561669,-64.74592123,14.0.230.0,20260626, 20:28:31.6960,BP_Jun_21_2026,2333991.476,-48.35799573,38,
2,2,BP_T02,Transect,551,30.475356,11181,18407,43652.06766,79959.40258,20260621, 21:36:29.4970,20260621, 23:36:55.4980,45.26111823,-64.75469102,45.12018167,-65.17091136,14.0.230.0,20260626, 20:28:31.6960,BP_Jun_21_2026,1802784.911,-41.25878341,38,
3,1,FM_T01,Transect,552,27.157557,549,11954,2262.181423,44526.74415,20260621, 19:54:13.5740,20260621, 23:04:18.5740,45.06395808,-65.22620182,45.22200728,-64.74461432,14.0.230.0,20260626, 20:28:36.7790,FM_Jun_21_2026,1896826.287,-48.47067181,38,
4,2,FM_T02,Transect,552,22.083639,11955,16109,44531.84264,61322.27429,20260621, 23:04:19.5740,20260622, 00:13:33.5750,45.22201728,-64.74455099,45.28686278,-64.55417034,14.0.230.0,20260626, 20:28:36.7790,FM_Jun_21_2026,573119.8307,-51.40804633,38,
5,3,FM_T03,Transect,552,26.717665,16488,20236,63584.65031,79326.04797,20260622, 00:19:52.5740,20260622, 01:22:20.5740,45.30586454,-64.55505623,45.25265712,-64.73877346,14.0.230.0,20260626, 20:28:36.7790,FM_Jun_21_2026,677642.3966,-55.39127887,38,
6,1,LB_T01,Transect,553,29.772699,966,14984,1506.59128,45976.70661,20260621, 18:28:19.9940,20260621, 22:21:57.9830,45.07126748,-65.23587912,45.23774006,-64.73653523,14.0.230.0,20260626, 20:28:43.8530,LB_Jun_21_2026,2262594.339,-49.38061083,38,
7,2,LB_T04,Transect,553,33.420051,22901,33200,78529.04481,119985.3817,20260622, 00:33:54.9830,20260622, 03:25:33.9830,45.26778933,-64.7608207,45.10792533,-65.2312746,14.0.230.0,20260626, 20:28:43.8530,LB_Jun_21_2026,2300152.204,-42.93014475,38,
8,4,LB_T02,Transect,553,22.72996,14982,19399,45971.95399,60944.35114,20260621, 22:21:55.9830,20260621, 23:35:32.9940,45.23771652,-64.73657877,45.29501227,-64.56745776,14.0.230.0,20260626, 20:28:43.8530,LB_Jun_21_2026,539635.7521,-53.72125133,38,
9,5,LB_T03,Transect,553,40.407016,19945,22902,63849.24522,78534.4614,20260621, 23:44:38.9830,20260622, 00:33:55.9830,45.31512976,-64.58778673,45.26777041,-64.76088375,14.0.230.0,20260626, 20:28:43.8530,LB_Jun_21_2026,988500.6966,-50.16076074,38,
10,1,LJ_T01,Transect,554,33.149251,4,10333,10.792954,39187.86625,20260621, 18:49:12.7930,20260621, 21:41:21.7930,45.13146421,-65.23213113,45.28556184,-64.78548002,14.0.230.0,20260626, 20:28:51.8840,LJ_Jun_21_2026,2249410.298,-54.8250991,38,
11,2,LJ_T02,Transect,554,27.103647,10632,19463,40697.3043,78945.67865,20260621, 21:46:20.7930,20260622, 00:13:31.7920,45.29317361,-64.79904002,45.14358213,-65.23523963,14.0.230.0,20260626, 20:28:51.8840,LJ_Jun_21_2026,1723507.54,-50.88094668,38,
12,3,LJ_T03,Transect,554,24.597494,19723,28299,80099.19073,117491.5754,20260622, 00:17:51.7930,20260622, 02:40:47.7920,45.15334184,-65.23588627,45.30230816,-64.81193372,14.0.230.0,20260626, 20:28:51.8840,LJ_Jun_21_2026,1490959.441,-50.90911405,38,
13,1,LM_T01,Transect,555,25.076206,4,11700,14.686246,45758.02806,20260621, 18:47:59.9010,20260621, 22:02:55.9010,45.04836,-65.23307428,45.21921224,-64.71234437,14.0.230.0,20260626, 20:28:59.0160,LM_Jun_21_2026,1887800.627,-55.21751378,38,
14,2,LM_T02,Transect,555,21.581326,11702,14770,45765.26085,59493.82463,20260621, 22:02:57.9010,20260621, 22:54:05.9010,45.2192367,-64.71226294,45.26448624,-64.5511396,14.0.230.0,20260626, 20:28:59.0160,LM_Jun_21_2026,468732.1722,-56.61970895,38,
15,3,LM_T03,Transect,555,34.211986,17688,27652,76066.52431,117902.6133,20260621, 23:42:43.9120,20260622, 02:28:47.9000,45.28005497,-64.75623296,45.11944322,-65.23229497,14.0.230.0,20260626, 20:28:59.0160,LM_Jun_21_2026,2442401.344,-51.29574099,38,
16,1,MS_T01,Transect,556,28.066818,440,9081,4891.635996,41775.53586,20260621, 19:42:53.4930,20260621, 22:06:54.4930,45.16717055,-65.23189262,45.31025059,-64.82842089,14.0.230.0,20260626, 20:29:06.9030,MS_Jun_21_2026,1708427.66,-50.13736804,38,
17,2,MS_T02,Transect,556,27.970083,9296,13316,42911.90128,61468.01763,20260621, 22:10:29.4920,20260621, 23:17:29.4930,45.31597217,-64.8349313,45.25089042,-65.04705172,14.0.230.0,20260626, 20:29:06.9030,MS_Jun_21_2026,838073.5443,-54.35993236,38,
18,3,MS_T03,Transect,556,24.641332,13730,17737,63397.37836,80520.1139,20260621, 23:24:23.4920,20260622, 00:31:10.4930,45.26405597,-65.0459871,45.32397835,-64.85144328,14.0.230.0,20260626, 20:29:06.9030,MS_Jun_21_2026,677766.9241,-49.3609747,38,
