Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14928992760399193,6.0295005415235821,31066.015997546445,50058.839902972337,31.267233709097173,1470.1534114809645,1024.6015707339202
0.44999999999999996,0.44787374444739531,6.0319785403375707,31062.290378879516,50048.839680819168,31.260657612231395,1470.1599415806209,1024.597475895629
0.74999999999999989,0.74645663968178666,6.0248692716689849,31057.360802247291,50052.363686521596,31.261588831596139,1470.137552206194,1024.600448210213
1.05,1.0450391750164387,6.0226109125779628,31053.599409269638,50049.945017166676,31.259343449851926,1470.1305782339125,1024.6003355224298
1.35,1.3436220832965693,6.0182510282273283,31045.599596783679,50044.084639929351,31.254317782175281,1470.1116833282117,1024.598278275927
1.65,1.642206210394052,6.0120985584305231,31031.481358876335,50031.250385086474,31.244131373130134,1470.0791003835616,1024.5923603644465
1.9500000000000002,1.9407930117170709,6.0124719765988814,31016.681874395734,50006.787427006835,31.227164919555285,1470.0641059773034,1024.5803148708383
2.25,2.2393770249330669,6.0272791048073575,31065.423610036894,50061.469304318765,31.267632042387554,1470.1793123315163,1024.6118850325906
2.55,2.5379562888377531,6.0217886234659446,31060.281422726428,50062.041553644282,31.266833246889533,1470.161221262267,1024.6132991246661
2.85,2.8365348205163041,6.0138290138089845,31055.701786854715,50067.50661620513,31.268940007618284,1470.1369016154436,1024.6173001102359
3.15,3.1351143793760614,6.0169202272006208,31045.098464695791,50045.423977120823,31.254137100864405,1470.1355189821334,1024.6066389863936
3.4499999999999997,3.4336946579941063,6.0216084099909128,31055.117064017955,50054.00856974304,31.260824079183635,1470.1676214268191,1024.6127498331382
3.75,3.7322733133097863,6.0142078285590586,31052.691843635461,50062.042556897046,31.264812725597171,1470.1479122970302,1024.6181697010645
4.05,4.030850656293592,6.0105381701119844,31052.222165998246,50067.209404199304,31.267535692491105,1470.1415467372674,1024.6221463741
4.35,4.3294273340038227,6.0101051730233932,31051.463493893196,50066.6852315383,31.266948648941892,1470.1439712937072,1024.6231253158539
4.6499999999999995,4.6280041254362709,6.0109209117603166,31049.237086075089,50061.778517354905,31.263574096691059,1470.1478831207105,1024.6217554728278
4.9499999999999993,4.9265807332988008,6.0104137421091153,31050.728006243651,50065.001171009528,31.265560944723156,1470.153255619226,1024.6247748424955
5.2499999999999991,5.2251561474212913,6.0082050278601713,31053.471805943329,50072.991613094804,31.270514377661037,1470.155552908873,1024.6303382179426
5.55,5.5237314704946394,6.003407388778891,31042.217511137471,50062.590091908132,31.262266486398428,1470.1308346059748,1024.6257893628067
5.85,5.8223061663293247,5.9882847948185844,31036.696568247433,50078.11302521162,31.26993835833466,1470.0848143942644,1024.6350328880499
6.1499999999999995,6.1208802164435765,5.9777027619145615,31020.019402514423,50068.301773254614,31.26098338951132,1470.0360068723949,1024.630610838354
6.4499999999999993,6.41945436753417,5.9840673037916989,31029.379414424031,50073.121630849913,31.265395518181446,1470.0719809072125,1024.6347294510931
6.7499999999999991,6.7180282331081242,5.9825597387336051,31024.461770771315,50067.621966020648,31.261165290100593,1470.0655026784971,1024.6329600913377
7.0499999999999989,7.0166015081123323,5.9796226895604283,31027.239301740778,50076.851504386461,31.266831684450793,1470.065775057936,1024.6391724747223
7.35,7.3151736333860411,5.9837445569998327,31032.10894124987,50078.047997331414,31.268309835037389,1470.0890593499526,1024.6412409447551
7.6499999999999995,7.6137449732097728,5.9810170019524609,31032.246114571415,50082.678229406942,31.270840317532549,1470.0862172335055,1024.6449531220785
7.9499999999999993,7.9123158211939719,5.974728877148844,31024.793635726488,50080.8154911964,31.268200410579837,1470.0625804903057,1024.6450063671721
8.25,8.2108864780868345,5.9592557296886719,31010.307239414145,50082.449510691105,31.266202344136214,1470.0029170581165,1024.6466543263559
8.5499999999999989,8.5094542126512867,5.9349778106291682,31006.821193328396,50116.119984211764,31.284614815144614,1469.9336525787321,1024.6654542527656
8.85,8.8080172898971618,5.9009619754545142,30988.003044971581,50140.838769981026,31.294938013561975,1469.8150304539624,1024.6790113013146
9.1499999999999986,9.1065800964685231,5.8697054853105737,30943.673596340832,50119.806959391717,31.274195539114391,1469.6681712618965,1024.6677017679308
9.45,9.4051446323282732,5.8643969269751057,30936.929377597124,50117.501810894981,31.271427624578429,1469.6482372436246,1024.6675310297612
9.75,9.7037081190141539,5.86312007137103,30943.045650617529,50129.483958623867,31.279304902960952,1469.6579484585034,1024.6752929322972
10.049999999999999,10.002269509223915,5.86265685525681,30949.100855871573,50140.046271810264,31.286361143191339,1469.6698939064443,1024.6823109828001
10.35,10.30083092380878,5.8687628479796228,30945.822926557739,50124.818864555105,31.276900975619288,1469.6873914382234,1024.6755152416
10.649999999999999,10.599393465675245,5.8643194771354539,30939.477446229495,50121.755428869452,31.273778220787523,1469.6704868229165,1024.674962827896
10.95,10.897956440717396,5.8504188679440929,30922.372743517906,50116.617339754463,31.267378090317429,1469.6114163322336,1024.6729315251607
11.25,11.196518436323421,5.8340145647209738,30915.521450956141,50132.170408858183,31.27476079837977,1469.5596595209554,1024.6820754001806
11.549999999999999,11.495078281667274,5.8287780487446392,30915.841485998746,50141.204813756238,31.279826613085991,1469.5498891820953,1024.6880808211317
11.85,11.793636735216689,5.8288537611653837,30918.922666915336,50146.078907843483,31.28306165042974,1469.5591779041245,1024.6920185997674
12.149999999999999,12.092194835689835,5.8282909908491458,30915.662047479909,50141.705968483126,31.279791891878656,1469.5576820939955,1024.6908940474273
12.45,12.390753272425886,5.8260518498111766,30911.165812029431,50138.055244039911,31.276692245750436,1469.5496562003627,1024.6901000254841
12.75,12.689311559387274,5.8256460639469667,30911.831357613773,50139.794788871608,31.27767033595233,1469.5541570721221,1024.6923117656029
13.049999999999999,12.987868519214956,5.8236036583742825,30916.668787075352,50150.964062691266,31.284833389944861,1469.5598849566277,1024.6995995161451
13.35,13.286424490072973,5.8256227767236055,30917.036541527123,50148.2756171151,31.283231591682618,1469.5708841840151,1024.6994900030568
13.649999999999999,13.584981232173155,5.8274929168122007,30911.958949671382,50136.9978951696,31.275674785506073,1469.5737621232167,1024.6946950661893
13.95,13.883538317111155,5.82562916800528,30911.925564086883,50139.975076601484,31.277221213497313,1469.5731147589966,1024.6975262638607
14.249999999999998,14.18209445249237,5.823838068784255,30913.370964991092,50145.233205558376,31.280355331642092,1469.5747649091852,1024.7016027869913
14.549999999999999,14.480650486321132,5.826042352845354,30910.656905415017,50137.245241541445,31.275133804433359,1469.5819372556132,1024.6986129774759
14.85,14.779207614448083,5.8232701739597763,30901.871749062695,50127.503627388185,31.267728061848349,1469.5663264695875,1024.6944807563759
15.149999999999999,15.077763289107951,5.8218208788079018,30915.438718997069,50151.869418353432,31.2841105754211,1469.5860863919188,1024.7089798280279
15.45,15.376316300904676,5.8180306687039085,30915.0690099395,50157.437608974367,31.287066301123946,1469.5794660635229,1024.7131494195062
15.749999999999998,15.674869701937373,5.815943643210078,30904.318788872915,50143.391918621826,31.276825104880967,1469.5630282308496,1024.7066975456341
16.05,15.973422882626339,5.81329729441265,30909.781449429829,50156.562528987575,31.285249028137848,1469.56791733894,1024.715051610267
16.35,16.271975522776589,5.8157556368077987,30905.882475703656,50146.2349973794,31.27846435502428,1469.5741390481874,1024.71079769218
16.650000000000002,16.570528552741695,5.8168035275017438,30907.667431810922,50147.425907148492,31.279348797401791,1469.5843720639252,1024.7127653250805
16.95,16.869080287672041,5.8169270878589607,30914.611097212983,50158.490833747841,31.286863511676064,1469.599260727224,1024.7200771909184
17.25,17.167631106756094,5.8181238455809394,30913.5944523668,50154.893606217294,31.284474097345154,1469.6059570348559,1024.7194418586741
17.55,17.466181886156807,5.81912198932832,30914.573644236149,50154.85784270701,31.284502594320934,1469.6149083940513,1024.7207392271064
17.85,17.764732754946646,5.8156187313057428,30908.041147435029,50149.960344679683,31.280294562403132,1469.6003922335485,1024.7192178574371
18.150000000000002,18.063283488421469,5.8137963541645208,30908.057006526342,50152.9520271998,31.281858253030276,1469.5999314568542,1024.7220577421451
18.45,18.361833331316742,5.8129013666543514,30909.894699653298,50157.39078226484,31.284602008234398,1469.6046939619341,1024.7257210192988
18.75,18.660382519448884,5.8115188892395322,30908.501577190931,50157.380569747358,31.28418109659437,1469.6034962666333,1024.7269421181009
19.05,18.958931680856086,5.8103713563277815,30905.219791875279,50153.922902211336,31.281428224618075,1469.6002979611137,1024.7262941009496
19.35,19.2574806535844,5.8089881099878795,30905.083667855673,50155.953771549939,31.282415024411574,1469.6008752196412,1024.7286269733284
19.650000000000002,19.556029396188165,5.8107421837741358,30904.909645414053,50152.815957951047,31.280452330151384,1469.610354824551,1024.7282634668216
19.95,19.854577599432176,5.8113892814244617,30909.124388207973,50158.602239403779,31.284428100664581,1469.6228809351917,1024.7327191831348
20.25,20.153125439626017,5.8105622280426132,30905.102945073726,50153.422576860772,31.280550349373424,1469.6195514813271,1024.7311453427926
20.55,20.451673533659395,5.8086418663478465,30902.062182085781,50151.613816901125,31.278783241192212,1469.6144874058966,1024.7313662474267
20.85,20.75022079957953,5.8072392873731475,30905.889920406487,50160.109499123108,31.284225356693376,1469.6206155770485,1024.7372198189848
21.150000000000002,21.048767342092258,5.8063960075378418,30903.0703125,50156.906223205246,31.281707693298248,1469.6189386130718,1024.7367219324706
21.45,21.347313954639297,5.8055882295753634,30901.308056708498,50155.361141653571,31.280340784923677,1469.6188583639946,1024.7371286644038
21.75,21.645859995297286,5.8046959874235,30903.425856750866,50160.251328835824,31.283395986444706,1469.6240251677436,1024.7410375083448
22.05,21.944404498857359,5.8040960023158963,30909.357420800341,50170.856204441989,31.290450332858931,1469.6354214485214,1024.7480703672529
22.35,22.242948866493897,5.8031949243286345,30900.58738330668,50158.088242497732,31.281324027092381,1469.6251615071296,1024.7423602330557
22.650000000000002,22.541493537335352,5.8012573029473415,30901.825148667442,50163.252825576186,31.284362927538535,1469.6260988376614,1024.7463784897457
22.95,22.840037897300316,5.8016261612420568,30899.042426004431,50158.13493783155,31.280762910205024,1469.6279339595674,1024.7448840042307
23.25,23.138582401596011,5.8026831570724742,30899.620769390516,50157.352545919013,31.280288405453284,1469.6364887886232,1024.7457772830619
23.55,23.437126595204209,5.8015657272058938,30898.944024554308,50158.073615820125,31.28042364071262,1469.6370594708253,1024.7474064882672
23.85,23.735670373744529,5.8022228538837535,30899.948973858493,50158.634849891067,31.280797308275677,1469.6450761154233,1024.7490163429386
24.150000000000002,24.034213237018879,5.8018937599382872,30903.912820249119,50165.605175295292,31.285397662520737,1469.6544626515977,1024.7540794481238
24.45,24.332755900244653,5.8020539427727762,30898.887417750688,50157.186717414719,31.279480254515384,1469.6525295434981,1024.7507793010595
24.75,24.631298652304196,5.8024086573010694,30901.264803408732,50160.468207547521,31.281670696324916,1469.661624245025,1024.7538592179437
25.05,24.929840976594249,5.8042782702130449,30901.891732050197,50158.441403789584,31.280497605704181,1469.6725680899031,1024.7541055842407
25.35,25.228383332598149,5.8061340200595968,30902.142401312056,50155.826727868458,31.278916259084561,1469.6829400385964,1024.7540311188875
25.650000000000002,25.526924873949547,5.8057700078860091,30907.197393825332,50164.624006985308,31.284769921041903,1469.6937696806801,1024.7600878944268
25.95,25.82546614312513,5.8084586420925479,30904.035064243628,50155.113930335516,31.278596196985802,1469.7016918430597,1024.7562892494789
26.25,26.124007680084908,5.8113287482513725,30908.002573375215,50156.880324626254,31.280235618657979,1469.7202157404349,1024.7586391348068
26.55,26.422549117461593,5.8181052371538664,30911.618733328141,50151.7184386494,31.277862742317051,1469.7493923044353,1024.7573625163893
26.85,26.7210911593936,5.82301696399728,30912.077302456724,50144.470508132727,31.273684303256829,1469.7687797397086,1024.7548784088863
27.150000000000002,27.019633651354422,5.8309417744501095,30917.997351440517,50141.182156593335,31.272826819393309,1469.8044841609378,1024.7546626370572
27.45,27.318175484134937,5.8294065479410984,30920.882979029677,50148.359052819149,31.277334255101138,1469.8089002772124,1024.7597933787392
27.75,27.616716794559448,5.8238036410692944,30912.745648764329,50144.274873942762,31.273276438442952,1469.7861277340078,1024.7586382842442
28.05,27.915258255185616,5.8314978902994712,30919.2701212621,50142.341820814108,31.27330864725371,1469.8220280479673,1024.7591518370839
28.35,28.213800417708633,5.8294549808505609,30910.264299590734,50131.05862362856,31.264983241231459,1469.8081904250898,1024.7542092990204
28.65,28.512342610564456,5.8255249628421844,30910.842428648157,50138.387693167941,31.269126073175851,1469.8025090663837,1024.7593332125998
28.95,28.810883652117784,5.8193788309704306,30907.079668850103,50142.281968693584,31.270464633253493,1469.7843647961163,1024.7625027564616
29.149196612410563,29.009111440773623,5.8323721052068569,30916.451745467959,50136.349613280167,31.268825081708933,1469.8378326157497,1024.7606067269708
