Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,826.1781,-54.4194869,0.012851928,10595.5862,2909.845044,27.46280374,German Bank,5068
-35.5,287.0035,-55.11699729,0.010956283,3134.638504,252.860438,8.066653864,Seal Island,
