Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,518,-49.0883,0.044004,22672.65,7586.995,33.4632,Main Box,17255
-35.5,85,-46.5881,0.109227506,6616.144563,6900.701326,104.3009454,Northern Box,17255
-35.5,101,-58.1182,0.005502151,552.7174801,164.8289424,29.82155411,Eastern Box,17255
