Vessel,Start Lat,Start Lon,End Lat,End Lon
LM,4503.299,6514,4514.221,6442.626
LM,4514.221,6442.626,4517.4,6433
LM,4518.166667,6433,4514.854,6443.560667
LM,4514.860857,6443.608,4504.256286,6514
BP,4505.213571,6514,4515.500714,6444.59
BP,4515.487,6444.495333,4518.933333,6433
BP,4519.7,6433,4516.12,6445.43
BP,4516.140571,6445.572,4506.170857,6514
MS,4507.128143,6514,4516.780429,6446.554
MS,4517.420286,6447.536,4508.085429,6514
MS,4509.042714,6514,4518.060143,6448.518
C1,4510,6514,4518.7,6449.5
C1,4519,6450,4515,6503
C1,4515.783,6503,4519.467,6451
C1,4519.933,6452,4516.567,6503
C1,4517.35,6503,4520.4,6453
