Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
BP,T01,-35.5,-60.03155213,0.00352244959316377,41.0702056
BP,T04,-35.5,-52.66254047,0.0192196711683536,41.299681
C1,T01,-35.5,-45.96579325,0.0898298501062165,37.91421325
MS,T03,-35.5,-46.52538626,0.0789698610756963,41.06960906
MS,T02,-35.5,-48.05917204,0.0554731459565346,39.78578153
MS,T01,-35.5,-53.19260381,0.0170113828613444,37.026814467
C1,T02,-35.5,-49.45961379,0.0401826542946737,20.17612169
C1,T03,-35.5,-54.82606291,0.0116786786614377,19.24118341
C1,T04,-35.5,-56.65142054,0.00767110533045529,18.59855662
C1,T05,-35.5,-48.13365883,0.0545298266412864,18.3118715
C1,T06,-35.5,-39.14440594,0.432075266015388,10.6269291
BP,T02,-35.5,-61.09495157,0.00275743220145843,17.69293007
BP,T03,-35.5,-56.22876149,0.00845519934014635,16.25869442
LM,T02,-35.5,-61.35426335,0.00259760831017835,13.99317793
LM,T03,-35.5,-56.36272865,0.00819836283538376,14.5893146
