Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2024-05-20T23:31:00Z,2024-05-21T01:52:00Z,-65.23009507,45.08941656,-64.76163433,45.25228493,41.0702056,Actual,2,SB,41.0702056,2024-05-20T23:31:00Z,2024-05-21T01:52:00Z,8460,9.436632205,2024,2024-05-20
BP,T02,2024-05-21T01:54:00Z,2024-05-21T02:58:00Z,-64.75668833,45.25419167,-64.54934684,45.31642491,17.69293007,Actual,2,SB,17.69293007,2024-05-21T01:54:00Z,2024-05-21T02:58:00Z,3840,8.956308643,2024,2024-05-21
BP,T03,2024-05-21T03:11:00Z,2024-05-21T04:09:00Z,-64.56533875,45.32414691,-64.75703604,45.26872879,16.25869442,Actual,2,SB,16.25869442,2024-05-21T03:11:00Z,2024-05-21T04:09:00Z,3480,9.081695564,2024,2024-05-21
BP,T04,2024-05-21T04:16:00Z,2024-05-21T06:46:00Z,-64.76737559,45.26530802,-65.23818361,45.10065604,41.299681,Actual,2,SB,41.299681,2024-05-21T04:16:00Z,2024-05-21T06:46:00Z,9000,8.919996879,2024,2024-05-21
C1,T01,2024-05-20T22:55:00Z,2024-05-21T01:25:00Z,-65.22805559,45.16855086,-64.8125525,45.31689,37.91421325,Actual,2,SB,37.91421325,2024-05-20T22:55:00Z,2024-05-21T01:25:00Z,9000,8.188796032,2024,2024-05-21
C1,T02,2024-05-21T01:27:00Z,2024-05-21T02:46:00Z,-64.81505428,45.31955286,-65.04584488,45.25090119,20.17612169,Actual,2,SB,20.17612169,2024-05-21T01:27:00Z,2024-05-21T02:46:00Z,4740,8.274082782,2024,2024-05-21
C1,T03,2024-05-21T02:53:00Z,2024-05-21T04:05:00Z,-65.0487214,45.26400886,-64.82456034,45.32422288,19.24118341,Actual,2,SB,19.24118341,2024-05-21T02:53:00Z,2024-05-21T04:05:00Z,4320,8.657819898,2024,2024-05-21
C1,T04,2024-05-21T04:09:00Z,2024-05-21T05:19:00Z,-64.82895062,45.3323413,-65.04732715,45.27676031,18.59855662,Actual,2,SB,18.59855662,2024-05-21T04:09:00Z,2024-05-21T05:19:00Z,4200,8.607766262,2024,2024-05-21
C1,T05,2024-05-21T05:25:00Z,2024-05-21T06:35:00Z,-65.04914649,45.28890879,-64.83090056,45.33819815,18.3118715,Actual,2,SB,18.3118715,2024-05-21T05:25:00Z,2024-05-21T06:35:00Z,4200,8.475082928,2024,2024-05-21
C1,T06,2024-05-21T06:50:00Z,2024-05-21T07:32:00Z,-64.86891667,45.31389333,-64.9948786,45.28481438,10.6269291,Actual,2,SB,10.6269291,2024-05-21T06:50:00Z,2024-05-21T07:32:00Z,2520,8.197242009,2024,2024-05-21
LM,T01,2024-05-20T22:39:00Z,2024-05-21T00:26:00Z,-65.23302198,45.05576804,-64.71919645,45.23412609,45.18260455,Actual,2,SB,45.18260455,2024-05-20T22:39:00Z,2024-05-21T00:26:00Z,6420,13.68033552,2024,2024-05-20
LM,T02,2024-05-21T01:29:00Z,2024-05-21T02:23:00Z,-64.71020122,45.23748565,-64.54922644,45.29032428,13.99317793,Actual,2,SB,13.99317793,2024-05-21T01:29:00Z,2024-05-21T02:23:00Z,3240,8.395215737,2024,2024-05-21
LM,T03,2024-05-21T02:28:00Z,2024-05-21T03:24:00Z,-64.55009228,45.30260555,-64.71804009,45.24743857,14.5893146,Actual,2,SB,14.5893146,2024-05-21T02:28:00Z,2024-05-21T03:24:00Z,3360,8.440265861,2024,2024-05-21
LM,T04,2024-05-21T03:26:00Z,2024-05-21T06:40:00Z,-64.7264208,45.24742373,-65.29043996,45.05078348,49.76181281,Actual,2,SB,49.76181281,2024-05-21T03:26:00Z,2024-05-21T06:40:00Z,11640,8.310051736,2024,2024-05-21
MS,T01,2024-05-20T23:04:00Z,2024-05-21T01:27:00Z,-64.82452778,45.29498333,-65.23391229,45.15048195,37.02681447,Actual,2,SB,37.02681447,2024-05-20T23:04:00Z,2024-05-21T01:27:00Z,8580,8.388601753,2024,2024-05-20
MS,T02,2024-05-21T01:34:00Z,2024-05-21T03:57:00Z,-65.23091928,45.13453468,-64.7909767,45.29075028,39.78578153,Actual,2,SB,39.78578153,2024-05-21T01:34:00Z,2024-05-21T03:57:00Z,8580,9.013658924,2024,2024-05-21
MS,T03,2024-05-21T04:07:00Z,2024-05-21T06:39:00Z,-64.77552881,45.27846237,-65.23140045,45.11945382,41.06960906,Actual,2,SB,41.06960906,2024-05-21T04:07:00Z,2024-05-21T06:39:00Z,9120,8.753590885,2024,2024-05-21
