Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2024-09-23T19:00:20Z,2024-09-23T21:37:36Z,-65.2345021,45.09155307,-64.83673307,45.22560666,34.70484623,Actual,11,SB,34.70484623,2024-09-23T19:00:20Z,2024-09-23T21:37:36Z,157.26666666666665,7.1492865934424765,2024,2024-09-23
BP,T02,2024-09-23T21:56:36Z,2024-09-23T23:03:46Z,-64.90139303,45.26492558,-65.16277036,45.18726693,22.49119136,Actual,11,SB,22.49119136,2024-09-23T21:56:36Z,2024-09-23T23:03:46Z,67.16666666666667,10.848455933802082,2024,2024-09-23
C1,T01,2024-09-23T19:09:24Z,2024-09-23T22:23:10Z,-65.24519194,45.07075938,-64.74150486,45.2374825,45.851726587,Actual,11,SB,45.851726587,2024-09-23T19:09:24Z,2024-09-23T22:23:10Z,193.76666666666665,7.666301411394641,2024,2024-09-23
C1,T02,2024-09-23T22:48:49Z,2024-09-24T01:16:46Z,-64.80943304,45.29544759,-65.21990089,45.14989197,37.29461229,Actual,11,SB,37.29461229,2024-09-23T22:48:49Z,2024-09-24T01:16:46Z,147.95,8.16658320984495,2024,2024-09-23
LJ,T01,2024-09-23T19:23:26Z,2024-09-23T22:49:57Z,-65.2377571,45.05110796,-64.70573139,45.22833153,46.473592272,Actual,11,SB,46.473592272,2024-09-23T19:23:26Z,2024-09-23T22:49:57Z,206.51666666666665,7.290551820031029,2024,2024-09-23
LJ,T02,2024-09-23T23:19:32Z,2024-09-24T02:01:11Z,-64.78333892,45.28423277,-65.23535185,45.12884013,39.64630092,Actual,11,SB,39.64630092,2024-09-23T23:19:32Z,2024-09-24T02:01:11Z,161.65,7.9457743664638425,2024,2024-09-23
MS,T01,2024-09-23T19:16:24Z,2024-09-23T23:05:53Z,-65.2299639,45.03721143,-64.68198626,45.21588634,50.2878676,Actual,11,SB,50.2878676,2024-09-23T19:16:24Z,2024-09-23T23:05:53Z,229.48333333333335,7.099394912890114,2024,2024-09-23
MS,T02,2024-09-23T23:40:41Z,2024-09-24T02:34:04Z,-64.76499004,45.27152666,-65.2379153,45.10787121,42.8527768,Actual,11,SB,42.8527768,2024-09-23T23:40:41Z,2024-09-24T02:34:04Z,173.38333333333333,8.007203850323176,2024,2024-09-23
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,11,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,11,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,11,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,11,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,11,SB,NA,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,11,SB,47.77303993942598,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.05498095,-64.70162857,45.22985238,NA,Plan,11,SB,46.06412547753003,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.23333333,45.07359524,-64.72219048,45.2434881,NA,Plan,11,SB,44.35677780510643,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.09220952,-64.74275238,45.25712381,NA,Plan,11,SB,42.651083040111104,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.11082381,-64.76331429,45.27075952,NA,Plan,11,SB,40.94713786452457,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.1294381,-64.78387619,45.28439524,NA,Plan,11,SB,39.24506014072086,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.23333333,45.14805238,-64.8044381,45.29803095,NA,Plan,11,SB,37.54498413916434,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,11,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
