Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
C1,T01,2023-08-14T00:08:31Z,2023-08-14T03:09:16Z,-65.23467228,45.03718219,-64.68489856,45.21598906,48.88321426,Actual,7,SB,48.88321426,2023-08-14T00:08:31Z,2023-08-14T03:09:16Z,180.75,8.761747091,2023,2023-08-13
C1,T02,2023-08-14T04:04:43Z,2023-08-14T06:29:52Z,-64.79330424,45.27933276,-65.23207991,45.1085876,40.53381097,Actual,7,SB,40.53381097,2023-08-14T04:04:43Z,2023-08-14T06:29:52Z,145.15,9.047105651,2023,2023-08-14
FM,T01,2023-08-15T01:05:41Z,2023-08-15T03:56:22Z,-65.23230585,45.07206404,-64.72244511,45.24174055,44.47095969,Actual,7,SB,44.47095969,2023-08-15T01:05:41Z,2023-08-15T03:56:22Z,170.6833333,8.441014577,2023,2023-08-14
FM,T02,2023-08-15T04:28:46Z,2023-08-15T06:50:49Z,-64.80185644,45.29315095,-65.23399417,45.14267861,37.96478782,Actual,7,SB,37.96478782,2023-08-15T04:28:46Z,2023-08-15T06:50:49Z,142.05,8.658626441,2023,2023-08-15
LM,T01,2023-08-13T23:59:07Z,2023-08-14T02:55:19Z,-65.23048056,45.06131843,-64.70458196,45.23723246,45.94274345,Actual,7,SB,45.94274345,2023-08-13T23:59:07Z,2023-08-14T02:55:19Z,176.2,8.447346049,2023,2023-08-13
LM,T02,2023-08-14T03:24:56Z,2023-08-14T05:58:58Z,-64.78514527,45.28568951,-65.23222542,45.13083962,39.36769409,Actual,7,SB,39.36769409,2023-08-14T03:24:56Z,2023-08-14T05:58:58Z,154.0333333,8.280079905,2023,2023-08-13
MS,T01,2023-08-14T00:14:02Z,2023-08-14T02:52:16Z,-65.23226083,45.09620477,-64.74879239,45.25882148,43.26307153,Actual,7,SB,43.26307153,2023-08-14T00:14:02Z,2023-08-14T02:52:16Z,158.2333333,8.857856431,2023,2023-08-13
MS,T02,2023-08-14T03:27:11Z,2023-08-14T05:42:58Z,-64.82761471,45.31124087,-65.23488696,45.16586461,37.34970395,Actual,7,SB,37.34970395,2023-08-14T03:27:11Z,2023-08-14T05:42:58Z,135.7833333,8.911482573,2023,2023-08-13
SL,T01,2023-08-14T01:06:50Z,2023-08-14T04:04:59Z,-65.22370369,45.05138366,-64.69624937,45.22481519,46.95277908,Actual,7,SB,46.95277908,2023-08-14T01:06:50Z,2023-08-14T04:04:59Z,178.15,8.538562082,2023,2023-08-13
SL,T02,2023-08-14T04:36:52Z,2023-08-14T07:13:32Z,-64.77943739,45.2748188,-65.23280785,45.11948608,40.63246637,Actual,7,SB,40.63246637,2023-08-14T04:36:52Z,2023-08-14T07:13:32Z,156.6666667,8.402448237,2023,2023-08-14
TM,T01,2023-08-14T00:06:21Z,2023-08-14T03:01:04Z,-65.23732108,45.08337594,-64.73747081,45.25775523,43.9963678,Actual,7,SB,43.9963678,2023-08-14T00:06:21Z,2023-08-14T03:01:04Z,174.7166667,8.158151253,2023,2023-08-13
TM,T02,2023-08-14T03:31:06Z,2023-08-14T05:59:44Z,-64.81192808,45.30384586,-65.23748462,45.15427735,37.4658261,Actual,7,SB,37.4658261,2023-08-14T03:31:06Z,2023-08-14T05:59:44Z,148.6333333,8.166356964,2023,2023-08-13
C1,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,7,SB,47.77303994,NA,NA,NA,NA,NA,NA
SL,NA,NA,NA,-65.23333333,45.04821212,-64.69415152,45.22489394,NA,Plan,7,SB,46.68537135,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.06005758,-64.70723636,45.23357121,NA,Plan,7,SB,45.59832628,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.07190303,-64.72032121,45.24224848,NA,Plan,7,SB,44.51192437,NA,NA,NA,NA,NA,NA
TM,NA,NA,NA,-65.23333333,45.08374848,-64.73340606,45.25092576,NA,Plan,7,SB,43.42618839,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.09559394,-64.74649091,45.25960303,NA,Plan,7,SB,42.34114122,NA,NA,NA,NA,NA,NA
C1,NA,NA,NA,-65.23333333,45.10743939,-64.75957576,45.2682803,NA,Plan,7,SB,41.25681114,NA,NA,NA,NA,NA,NA
SL,NA,NA,NA,-65.23333333,45.11928485,-64.77266061,45.27695758,NA,Plan,7,SB,40.17322734,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.1311303,-64.78574545,45.28563485,NA,Plan,7,SB,39.09042348,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.14297576,-64.7988303,45.29431212,NA,Plan,7,SB,38.00843429,NA,NA,NA,NA,NA,NA
TM,NA,NA,NA,-65.23333333,45.15482121,-64.81191515,45.30298939,NA,Plan,7,SB,36.92730235,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,7,SB,35.84707291,NA,NA,NA,NA,NA,NA
