Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,661,-57.3685365171419,0.00630413262766025,4298.80561797704,1097.65886040311,25.5340426608927,Main Box,3616
NA,NA,NA,NA,NA,NA,NA,Northern Box,3616
NA,NA,NA,NA,NA,NA,NA,Eastern Box,3616
