Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,631.9445,-53.65565418,0.014993548,9663.034282,1441.839409,14.92118694,Main Box,11509
-35.5,87.27066,-48.69524939,0.051425251,4181.60803,2765.582546,66.13681928,Northern Box,11509
-35.5,116.4295,-53.27147097,0.016471977,1944.983563,697.4816149,35.86054032,Eastern Box,11509
