Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,4502.182,6514,4512.973,6440.864
V1,4502.892727,6514,4513.493636,6441.649091
V2,4503.603455,6514,4514.014273,6442.434182
V2,4504.314182,6514,4514.534909,6443.219273
V3,4505.024909,6514,4515.055545,6444.004364
V3,4505.735636,6514,4515.576182,6444.789455
V4,4506.446364,6514,4516.096818,6445.574545
V4,4507.157091,6514,4516.617455,6446.359636
V5,4507.867818,6514,4517.138091,6447.144727
V6,4508.578545,6514,4517.658727,6447.929818
V5,4509.289273,6514,4518.179364,6448.714909
V6,4510,6514,4518.7,6449.5
V5,4515,6503,4519,6450
V6,4515.783,6503,4519.467,6451
V1,4513.475,6441.48,4515.825,6433
V2,4514.356667,6442.796667,4517.116667,6433
V3,4515.238333,6444.113333,4518.408333,6433
V4,4516.12,6445.43,4519.7,6433
