Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,690.2649,-50.81947409,0.028882285,20280.0201,3918.511087,19.32202763,Main Box,"14,137"
NA,80.94466,NA,NA,NA,NA,NA,Northern Box,"14,137"
NA,NA,NA,NA,NA,NA,NA,Eastern Box,"14,137"
