Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T01,2024-07-29T19:45:33Z,2024-07-29T22:48:46Z,-65.24262363,45.032193,-64.74494607,45.19538898,43.224764281,Actual,7,SB,43.224764281,2024-07-29T19:45:33Z,2024-07-29T22:48:46Z,183.21666666666667,7.6432298553605955,2024,2024-07-29
BP,T02,2024-07-29T23:12:01Z,2024-07-30T01:11:51Z,-64.75866539,45.24906063,-65.19422708,45.10236372,37.95350199,Actual,7,SB,37.95350199,2024-07-29T23:12:01Z,2024-07-30T01:11:51Z,119.83333333333333,10.260853311299249,2024,2024-07-29
FM,T01,2024-07-29T21:23:09Z,2024-07-30T00:27:14Z,-65.23137306,45.06230334,-64.76459967,45.21814377,40.98877569,Actual,7,SB,40.98877569,2024-07-29T21:23:09Z,2024-07-30T00:27:14Z,184.08333333333334,7.213727635785386,2024,2024-07-29
FM,T02,2024-07-30T00:48:41Z,2024-07-30T02:52:48Z,-64.78615697,45.26951216,-65.20922696,45.12349461,37.22951466,Actual,7,SB,37.22951466,2024-07-30T00:48:41Z,2024-07-30T02:52:48Z,124.11666666666667,9.717768198830992,2024,2024-07-30
LJ,T01,2024-07-29T20:22:17Z,2024-07-30T00:02:38Z,-65.23824113,45.04823632,-64.6979575,45.22518516,46.982279102,Actual,7,SB,46.982279102,2024-07-29T20:22:17Z,2024-07-30T00:02:38Z,220.35,6.907649452358497,2024,2024-07-29
LJ,T02,2024-07-30T00:23:08Z,2024-07-30T02:55:43Z,-64.75515699,45.26455578,-65.23296529,45.10294846,41.69359692,Actual,7,SB,41.69359692,2024-07-30T00:23:08Z,2024-07-30T02:55:43Z,152.58333333333334,8.852614029161419,2024,2024-07-30
MS,T01,2024-07-29T20:19:15Z,2024-07-30T00:18:01Z,-65.2336301,45.07597549,-64.7251829,45.24540366,49.32028834,Actual,7,SB,49.32028834,2024-07-29T20:19:15Z,2024-07-30T00:18:01Z,238.76666666666665,6.692080782271786,2024,2024-07-29
MS,T02,2024-07-30T00:40:59Z,2024-07-30T03:02:32Z,-64.78717817,45.28376708,-65.20100788,45.14069779,37.6930699,Actual,7,SB,37.6930699,2024-07-30T00:40:59Z,2024-07-30T03:02:32Z,141.55,8.627021899731071,2024,2024-07-30
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,7,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,7,SB,NA,NA,NA,NA,NA,NA,NA
