Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,826,-57.55140249,0.006203641,5151.49674,705.1469671,13.68819593,German Bank,4071
-35.5,287,-55.41350627,0.010146377,2927.767366,456.2711952,15.58427081,Seal Island,
