Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
C1,T01,-35.5,-55.03295389,0.0111353689459355,39.205113429
C1,T02,-35.5,-59.43325903,0.00404272403989536,38.9417939
LB,T01,-35.5,-53.51836635,0.0157820481844409,38.254716088
LB,T02,-35.5,-53.02757972,0.0176702229030994,38.09456349
LJ,T01,-35.5,-56.42193644,0.00808735218468852,37.002011133
LJ,T02,-35.5,-56.76411003,0.00747461790734342,37.33193004
MS,T01,-35.5,-42.9693117,0.179088966415294,39.064089677
MS,T02,-35.5,-51.10808846,0.0274910390039685,38.17750276
SL,T01,-35.5,-55.16545004,0.0108007769144911,40.510009031
SL,T02,-35.5,-54.3275409,0.0130992342928928,39.27848289
C1,T03,-35.5,-52.97922464,0.0178680655073608,30.2364889
LB,T03,-35.5,-48.26642706,0.0528880182482502,29.3824153
LJ,T03,-35.5,-42.37261956,0.205465090607104,28.70518105
MS,T03,-35.5,-58.5202061,0.00498860812820462,29.2076526
SL,T03,-35.5,-58.51895487,0.00499004558496719,30.1939959
