Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,796,-50.7774947,0.029467235,23613.67588,13334.57936,56.46973145,German Bank,20057
-35.5,272,-48.00978492,0.057239966,15261.26071,10357.45716,67.86763793,Seal Island,20057
NA,NA,NA,NA,NA,NA,NA,School Survey,20057
