Vessel,Transect No.,Date Time Start,Date Time End,Start Lon,Start Lat,End Lon,End Lat,Dist (km)
C1,T01,2023-10-11 19:54:09,2023-10-11 22:21:24,-66.40904892,43.5662805,-66.40734059,43.23673456,39.205113429
C1,T02,2023-10-11 22:55:49,2023-10-12 01:20:20,-66.26707601,43.2368196,-66.26824133,43.565955,38.9417939
LB,T01,2023-10-11 19:40:10,2023-10-11 22:23:09,-66.43719,43.56640667,-66.43709833,43.234905,38.254716088
LB,T02,2023-10-11 23:04:51,2023-10-12 01:34:52,-66.29591479,43.23388096,-66.29605976,43.56749734,38.09456349
LJ,T01,2023-10-11 19:48:11,2023-10-11 22:13:19,-66.38089228,43.56655472,-66.38064419,43.23395685,37.002011133
LJ,T02,2023-10-11 22:49:46,2023-10-12 01:12:10,-66.2404965,43.2326985,-66.23924133,43.56797268,37.33193004
MS,T01,2023-10-11 19:49:25,2023-10-11 22:28:36,-66.49334682,43.56316576,-66.49325371,43.2371449,39.064089677
MS,T02,2023-10-11 23:10:15,2023-10-12 01:30:16,-66.35224717,43.2369475,-66.35263,43.56263128,38.17750276
SL,T01,2023-10-11 20:47:24,2023-10-11 23:13:58,-66.465385,43.56695485,-66.46513217,43.23328601,40.510009031
SL,T02,2023-10-11 23:58:25,2023-10-12 02:25:37,-66.3237069,43.23515145,-66.32453667,43.56784693,39.27848289
C1,T03,2023-10-12 01:54:31,2023-10-12 03:44:29,-66.15106742,43.50244806,-66.15107505,43.24579564,30.2364889
LB,T03,2023-10-12 02:14:45,2023-10-12 04:03:21,-66.17819085,43.50435949,-66.17761564,43.24696074,29.3824153
LJ,T03,2023-10-12 01:47:27,2023-10-12 03:37:19,-66.12513303,43.50317576,-66.12509808,43.24512208,28.70518105
MS,T03,2023-10-12 02:06:52,2023-10-12 03:50:21,-66.2288476,43.5009067,-66.22996285,43.2522022,29.2076526
SL,T03,2023-10-12 03:05:51,2023-10-12 04:51:49,-66.20191651,43.50038824,-66.20365609,43.24615351,30.1939959
