Vessel,Transect No.,Target Strength (db/kg),Mean Sa (/m2),Biomass Density (kg/m2),Distance
BP,T01,-35.5,-51.86277649,0.0231058713538806,44.81653288
BP,T02,-35.5,-49.62722034,0.0386614346671056,32.40967901
BP,T03,-35.5,-45.6433167,0.0967538666308822,31.4591404
FM,T01,-35.5,-50.64715563,0.0305692255980201,40.768743561
FM,T03,-35.5,-47.2446728,0.0669164233371048,40.2929539
LJ,T01,-35.5,-46.99330652,0.0709037733436523,36.447081504
LM,T01,-35.5,-51.46628803,0.0253146074364414,47.064090393
MS,T01,-35.5,-50.4749277,0.0318058663730984,47.55179069
MS,T02,-35.5,-48.9475214,0.0452113900633911,44.91063961
MS,T03,-35.5,-51.15952094,0.0271673892937513,38.6563064
LJ,T02,-35.5,-49.45462118,0.0402288744718981,18.74583626
LJ,T03,-35.5,-46.6597839,0.0765634703076394,17.10397013
LJ,T04,-35.5,-54.85009424,0.0116142341118768,16.16505569
LJ,T05,-35.5,-58.39461559,0.00513497627052818,14.3552981
FM,T02,-35.5,-52.87758272,0.0182911801865173,17.85452957
LM,T02,-35.5,-57.85677261,0.00581196163714731,13.51848482
LM,T03,-35.5,-61.87074091,0.00230635368929679,13.76240881
LM,T04,-35.5,-38.30592974,0.524091391226509,15.93878042
