Vessel,Difference
BP,-0.8294729653297424
C1,8.522767890670266
FM,2.9819619426702673
LB,3.221130457670256
LJ,0.15494458967026503
LM,2.3030494666702737
MS,6.447928892670262
SL,-102.54380575332974
TM,-0.23844981132972976
