Vessel,Transect.No.,Date.Time.Start,Date.Time.End,Start.Lon,Start.Lat,End.Lon,End.Lat,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
BP,T02,2023-05-23T05:01:46Z,2023-05-23T07:49:27Z,-64.74629127,45.25774731,-65.21002099,45.10007746,40.49106698999999,Actual,1,SB,40.49106698999999,2023-05-23T05:01:46Z,2023-05-23T07:49:27Z,10061,7.823094688186222,2023,2023-05-23
BP,T01,2023-05-23T01:56:13Z,2023-05-23T04:35:30Z,-65.24870436,45.14624939,-64.79759675,45.29820092,39.276386609999996,Actual,1,SB,39.276386609999996,2023-05-23T01:56:13Z,2023-05-23T04:35:30Z,9557,7.988595934705701,2023,2023-05-22
FM,T01,2023-05-24T01:58:02Z,2023-05-24T04:23:07Z,-65.24456612,45.16432957,-64.82380127,45.3090446,37.51044692199999,Actual,1,SB,37.51044692199999,2023-05-24T01:58:02Z,2023-05-24T04:23:07Z,8705,8.37614097011608,2023,2023-05-23
MS,T01,2023-05-23T01:15:00Z,2023-05-23T04:04:46Z,-65.22954505,45.03742519,-64.68090841,45.21626308,48.544629297,Actual,1,SB,48.544629297,2023-05-23T01:15:00Z,2023-05-23T04:04:46Z,10186,9.26398902539569,2023,2023-05-22
SL,T01,2023-05-23T02:17:36Z,2023-05-23T05:06:51Z,-65.22685355,45.07616077,-64.72206624,45.24393709,45.220281713000006,Actual,1,SB,45.220281713000006,2023-05-23T02:17:36Z,2023-05-23T05:06:51Z,10155,8.65593229000472,2023,2023-05-22
SL,T02,2023-05-23T05:40:08Z,2023-05-23T08:19:31Z,-64.78421803,45.28393679,-65.24189989,45.12627817,41.280636519999995,Actual,1,SB,41.280636519999995,2023-05-23T05:40:08Z,2023-05-23T08:19:31Z,9563,8.390981124441785,2023,2023-05-23
FM,T02,2023-05-24T04:29:57Z,2023-05-24T05:45:15Z,-64.83875318,45.318535,-65.04994947,45.25627898,18.114780229999997,Actual,1,SB,18.114780229999997,2023-05-24T04:29:57Z,2023-05-24T05:45:15Z,4518,7.793765914626647,2023,2023-05-24
FM,T03,2023-05-24T05:51:17Z,2023-05-24T06:44:17Z,-65.04862108,45.27241406,-64.85711195,45.32952505,16.39136430999999,Actual,1,SB,16.39136430999999,2023-05-24T05:51:17Z,2023-05-24T06:44:17Z,3180,10.019556478097604,2023,2023-05-24
FM,T04,2023-05-24T06:50:19Z,2023-05-24T07:46:14Z,-64.87245382,45.33867201,-65.0476022,45.2887239,14.877694790000008,Actual,1,SB,14.877694790000008,2023-05-24T06:50:19Z,2023-05-24T07:46:14Z,3355,8.619927940564416,2023,2023-05-24
MS,T02,2023-05-23T04:19:05Z,2023-05-23T05:01:55Z,-64.68310755,45.22682407,-64.55114326,45.26340378,11.36030369,Actual,1,SB,11.36030369,2023-05-23T04:19:05Z,2023-05-23T05:01:55Z,2570,8.592456313139921,2023,2023-05-23
