Vessel,Start Lat,Start Lon,End Lat,End Lon
V4,43.56666667,-66.49333333,43.23333333,-66.49333333
V3,43.56666667,-66.46877778,43.23333333,-66.46877778
V2,43.56666667,-66.44422222,43.23333333,-66.44422222
V1,43.56666667,-66.41966667,43.23333333,-66.41966667
V4,43.56666667,-66.39511111,43.23333333,-66.39511111
V3,43.56666667,-66.37055556,43.23333333,-66.37055556
V2,43.56666667,-66.346,43.23333333,-66.346
V1,43.56666667,-66.32144444,43.23333333,-66.32144444
V4,43.56666667,-66.29688889,43.23333333,-66.29688889
V3,43.56666667,-66.27233333,43.23333333,-66.27233333
V2,43.56666667,-66.24777778,43.23333333,-66.24777778
V1,43.502,-66.22322222,43.2475,-66.22322222
V4,43.502,-66.19866667,43.2475,-66.19866667
V3,43.502,-66.17411111,43.2475,-66.17411111
V2,43.502,-66.14955556,43.2475,-66.14955556
V1,43.502,-66.125,43.2475,-66.125
