Vessel,Start Lat,Start Lon,End Lat,End Lon
V8,4334,6629.6,4314,6629.6
V7,4334,6628.586667,4314,6628.586667
V6,4334,6627.573333,4314,6627.573333
V5,4334,6626.56,4314,6626.56
V4,4334,6625.546667,4314,6625.546667
V3,4334,6624.533333,4314,6624.533333
V2,4334,6623.52,4314,6623.52
V1,4334,6622.506667,4314,6622.506667
V8,4334,6621.493333,4314,6621.493333
V7,4334,6620.48,4314,6620.48
V6,4334,6619.466667,4314,6619.466667
V5,4334,6618.453333,4314,6618.453333
V4,4334,6617.44,4314,6617.44
V3,4334,6616.426667,4314,6616.426667
V2,4334,6615.413333,4314,6615.413333
V1,4334,6614.4,4314,6614.4
V8,4330.12,6613.8,4314.85,6613.8
V7,4330.12,6612.9,4314.85,6612.9
V6,4330.12,6612,4314.85,6612
V5,4330.12,6611.1,4314.85,6611.1
V4,4330.12,6610.2,4314.85,6610.2
V3,4330.12,6609.3,4314.85,6609.3
V2,4330.12,6608.4,4314.85,6608.4
V1,4330.12,6607.5,4314.85,6607.5
