Vessel,Start Lat,Start Lon,End Lat,End Lon
V5,4334,6629.6,4314,6629.6
V4,4334,6628.436842,4314,6628.436842
V3,4334,6627.273684,4314,6627.273684
V2,4334,6626.110526,4314,6626.110526
V1,4334,6624.947368,4314,6624.947368
V5,4334,6623.784211,4314,6623.784211
V4,4334,6622.621053,4314,6622.621053
V3,4334,6621.457895,4314,6621.457895
V2,4334,6620.294737,4314,6620.294737
V1,4334,6619.131579,4314,6619.131579
V5,4334,6617.968421,4314,6617.968421
V4,4334,6616.805263,4314,6616.805263
V3,4334,6615.642105,4314,6615.642105
V2,4334,6614.478947,4314,6614.478947
V1,4330.12,6613.315789,4314.85,6613.315789
V5,4330.12,6612.152632,4314.85,6612.152632
V4,4330.12,6610.989474,4314.85,6610.989474
V3,4330.12,6609.826316,4314.85,6609.826316
V2,4330.12,6608.663158,4314.85,6608.663158
V1,4330.12,6607.5,4314.85,6607.5
