Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,43.56666667,-66.49333333,43.23333333,-66.49333333
V2,43.56666667,-66.47843137,43.23333333,-66.47843137
V3,43.56666667,-66.46352941,43.23333333,-66.46352941
V4,43.56666667,-66.44862745,43.23333333,-66.44862745
V5,43.56666667,-66.43372549,43.23333333,-66.43372549
V6,43.56666667,-66.41882353,43.23333333,-66.41882353
V7,43.56666667,-66.40392157,43.23333333,-66.40392157
V8,43.56666667,-66.38901961,43.23333333,-66.38901961
V9,43.56666667,-66.37411765,43.23333333,-66.37411765
V1,43.56666667,-66.35921569,43.23333333,-66.35921569
V2,43.56666667,-66.34431373,43.23333333,-66.34431373
V3,43.56666667,-66.32941176,43.23333333,-66.32941176
V4,43.56666667,-66.3145098,43.23333333,-66.3145098
V5,43.56666667,-66.29960784,43.23333333,-66.29960784
V6,43.56666667,-66.28470588,43.23333333,-66.28470588
V7,43.56666667,-66.26980392,43.23333333,-66.26980392
V8,43.56666667,-66.25490196,43.23333333,-66.25490196
V9,43.56666667,-66.24,43.23333333,-66.24
V1,43.502,-66.23,43.2475,-66.23
V2,43.502,-66.216875,43.2475,-66.216875
V3,43.502,-66.20375,43.2475,-66.20375
V4,43.502,-66.190625,43.2475,-66.190625
V5,43.502,-66.1775,43.2475,-66.1775
V6,43.502,-66.164375,43.2475,-66.164375
V7,43.502,-66.15125,43.2475,-66.15125
V8,43.502,-66.138125,43.2475,-66.138125
V9,43.502,-66.125,43.2475,-66.125
