Vessel,Start Lat,Start Lon,End Lat,End Lon
V1,43.56666667,-66.24,43.56666667,-66.24
V2,43.56666667,-66.25688889,43.56666667,-66.25688889
V3,43.56666667,-66.27377778,43.56666667,-66.27377778
V4,43.56666667,-66.29066667,43.56666667,-66.29066667
V5,43.56666667,-66.30755556,43.56666667,-66.30755556
V6,43.56666667,-66.32444444,43.56666667,-66.32444444
V7,43.56666667,-66.34133333,43.56666667,-66.34133333
V8,43.56666667,-66.35822222,43.56666667,-66.35822222
V1,43.56666667,-66.37511111,43.56666667,-66.37511111
V2,43.56666667,-66.392,43.56666667,-66.392
V3,43.56666667,-66.40888889,43.56666667,-66.40888889
V4,43.56666667,-66.42577778,43.56666667,-66.42577778
V5,43.56666667,-66.44266667,43.56666667,-66.44266667
V6,43.56666667,-66.45955556,43.56666667,-66.45955556
V7,43.56666667,-66.47644444,43.56666667,-66.47644444
V8,43.56666667,-66.49333333,43.56666667,-66.49333333
V1,43.502,-66.125,43.502,-66.125
V2,43.502,-66.14,43.502,-66.14
V3,43.502,-66.155,43.502,-66.155
V4,43.502,-66.17,43.502,-66.17
V5,43.502,-66.185,43.502,-66.185
V6,43.502,-66.2,43.502,-66.2
V7,43.502,-66.215,43.502,-66.215
V8,43.502,-66.23,43.502,-66.23
