Vessel,Start Lat,Start Lon,End Lat,End Lon
V9,4334,6629.6,4314,6629.6
V8,4334,6628.705882,4314,6628.705882
V7,4334,6627.811765,4314,6627.811765
V6,4334,6626.917647,4314,6626.917647
V5,4334,6626.023529,4314,6626.023529
V4,4334,6625.129412,4314,6625.129412
V3,4334,6624.235294,4314,6624.235294
V2,4334,6623.341176,4314,6623.341176
V1,4334,6622.447059,4314,6622.447059
V9,4334,6621.552941,4314,6621.552941
V8,4334,6620.658824,4314,6620.658824
V7,4334,6619.764706,4314,6619.764706
V6,4334,6618.870588,4314,6618.870588
V5,4334,6617.976471,4314,6617.976471
V4,4334,6617.082353,4314,6617.082353
V3,4334,6616.188235,4314,6616.188235
V2,4334,6615.294118,4314,6615.294118
V1,4334,6614.4,4314,6614.4
V9,4330.12,6613.8,4314.85,6613.8
V8,4330.12,6613.0125,4314.85,6613.0125
V7,4330.12,6612.225,4314.85,6612.225
V6,4330.12,6611.4375,4314.85,6611.4375
V5,4330.12,6610.65,4314.85,6610.65
V4,4330.12,6609.8625,4314.85,6609.8625
V3,4330.12,6609.075,4314.85,6609.075
V2,4330.12,6608.2875,4314.85,6608.2875
V1,4330.12,6607.5,4314.85,6607.5
