Vessel,Difference
BP,-28.051622505329732
C1,7.515848469670274
FM,-0.1671061703297454
LB,3.678711559670262
LJ,-0.8314142833297211
LM,3.807145446670262
MS,32.09642742867024
SL,9.887482026670284
