Target Strength,Area (km2),Mean Sa,Density (kg/m2),Biomass (tons),Standard Error (tons),Standard Error (%),Layer,Turnover
-35.5,533,-47.5367335560774,0.0666510378866231,33346.7760895322,25545.3407438212,76.605128709399,Main Box,-6940.99825
NA,85,NA,NA,NA,NA,NA,Northern Box,-6940.99825
NA,122,NA,NA,NA,NA,NA,Eastern Box,-6940.99825
